,KWEA,KWEP,LAGO,PTI,Vegitec,HangarK
175,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
176,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
177,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
178,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
179,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
180,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
181,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
182,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
183,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
184,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
185,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
186,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
187,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
188,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
189,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
190,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
191,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
192,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
193,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
194,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
195,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
196,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
197,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
198,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
199,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
200,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
201,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
202,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
203,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
204,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
205,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
206,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
207,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
208,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
209,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
210,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
211,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
212,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
213,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
214,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
215,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
216,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
217,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
218,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
219,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
220,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
221,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
222,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
223,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
224,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
225,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
226,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
227,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
228,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
229,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
230,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
231,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
232,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
233,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
234,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
235,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
236,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
237,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
238,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
239,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
240,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
241,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
242,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
243,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
244,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
245,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
246,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
247,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
248,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
249,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
250,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
251,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
252,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
253,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
254,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
255,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
256,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
257,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
258,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
259,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
260,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
261,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
262,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
263,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
264,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
265,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
266,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
267,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
268,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
269,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
270,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
271,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
272,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
273,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
274,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
275,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
276,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
277,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
278,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
279,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
280,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
281,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
282,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
283,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
284,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
285,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
286,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
287,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
288,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
289,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
290,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
291,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
292,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
293,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
294,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
295,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
296,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
297,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
298,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
299,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
300,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
301,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
302,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
303,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
304,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
305,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
306,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
307,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
308,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
309,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
310,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
311,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
312,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
313,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
314,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
315,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
316,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
317,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
318,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
319,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
320,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
321,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
322,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
323,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
324,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
325,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
326,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
327,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
328,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
329,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
330,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
331,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
332,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
333,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
334,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
335,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
336,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
337,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
338,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
339,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
340,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
341,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
342,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
343,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
344,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
345,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
346,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
347,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
348,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
349,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
350,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
351,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
352,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
353,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
354,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
355,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
356,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
357,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
358,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
359,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
360,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
361,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
362,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
363,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
364,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
365,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
366,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
367,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
368,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
369,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
370,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
371,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
372,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
373,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
374,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
375,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
376,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
377,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
378,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
379,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
380,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
381,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
382,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
383,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
384,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
385,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
386,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
387,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
388,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
389,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
390,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
391,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
392,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
393,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
394,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
395,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
396,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
397,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
398,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
399,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
400,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
401,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
402,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
403,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
404,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
405,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
406,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
407,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
408,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
409,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
410,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
411,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
412,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
413,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
414,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
415,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
416,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
417,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
418,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
419,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
420,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
421,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
422,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
423,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
424,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
425,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
426,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
427,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
428,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
429,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
430,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
431,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
432,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
433,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
434,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
435,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
436,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
437,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
438,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
439,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
440,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
441,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
442,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
443,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
444,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
445,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
446,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
447,0.554562,0.554562,0.21262165,0.554562,0,0.21262165
