,1_Plant1,1_Plant2,1_Plant3,2_Plant1,2_Plant2,2_Plant3,3_Plant1,3_Plant2,3_Plant3,4_Plant1,4_Plant2,4_Plant3,5_Plant1,5_Plant2,5_Plant3,6_Plant1,6_Plant2,6_Plant3,7_Plant1,7_Plant2,7_Plant3
52,711.5910064057516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000008106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,686.6763200222377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,710.9780021612376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,710.6770225997417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,711.6986963406248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000007464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,713.7116697381971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000008305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,715.9593519681305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,718.4445043108088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,667.9153937004273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,688.5404637962303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000011977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,722.3489547691994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,718.4831622361376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,715.1558193773285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000008373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,710.3595796006693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000012056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,715.2497029102642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000002285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,662.2078271534036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,715.3850056489326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,661.9117612013418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,715.2690318729336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,714.9017815822924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,714.1921325244401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000014484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,713.5128575507666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000006855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,713.3416581671548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000013574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,660.5482976445534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.000000000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,660.4676115622068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,655.9687658016309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000010186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,658.950116674976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,714.9901425544741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000004445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,687.1802065241795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,719.6152871922516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000006844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,722.5698571996644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000012267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,720.8526622795493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000011556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,667.9720771908362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,671.0908661382998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000015785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,722.2329809932078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000009715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,693.3448121417749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,683.7396981428436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000010937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,710.8537445441049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000014137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,708.8711452307155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000011397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,707.3110218155708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,706.0601618031021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000009965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,704.8590048374659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000008714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,704.0079215288249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,678.558155702798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000011016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,678.050080112727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,702.0004706917907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,701.3908366792135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,700.855148285337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,700.2007248350884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000010317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,700.2863245268961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,700.0985574610236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,700.7833549954643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000010436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,703.1525335621537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000009385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,707.5043114422324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,711.6241417703244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000005696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,661.8930411899925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,665.1086208513104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,716.9340839425291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000004616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,660.0382318428746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000006617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,709.6581101392298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000005787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,703.6854606756522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,701.9983183630133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,700.8799998088076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,700.1234089844785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,693.1169528259566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000012085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,699.4165212069963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,698.643362700385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,698.4721633167695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000005025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,673.8191896181359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,699.3833858424216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,675.2556643674181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000009015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,700.7336519486088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000006565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,694.9880244753319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000006247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,701.9182412319568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.000000000059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,702.1606249539609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000010203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,702.67759333669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,704.2818972379129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,707.697601068911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,711.1050210587673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000010886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,713.3609871298468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000003496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,714.7907214155315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.000000000088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,660.8482857704211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000008714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,661.3021271885227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000005883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,658.5298016862381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000001116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,655.7768051466165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.00000000006077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,654.992601518487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,655.1610396217081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0000000000651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
