,Collectief,KWEA,Penta,Vegitec,LAGO,PTI
55,424.9840592609412,146.6648862302453,413.45118723655617,19.012315289323393,818.4119532488987,173.86972511697888
56,403.2168015358497,139.15285770064162,392.2746316618038,18.0385235485859,814.843296476011,164.9642919960432
57,378.91152336270244,130.76494107087845,368.6289303753178,16.951189560986013,463.9253804753932,155.02050247554712
58,352.03836567740433,121.49083177507141,342.48503460401855,15.748977535384162,700.6462797436066,144.0261405978487
59,323.1646506977564,111.52631656502106,314.39487103641164,14.45726750343196,463.9253804753932,132.21330955814392
60,304.8909034717537,105.2199222438723,296.6170219119283,13.639763326022706,699.4567274859775,124.73714348130902
61,309.8176490473917,106.92017561477026,301.4100694699998,13.860168864049713,223.63582443429218,126.75277649222039
62,351.6203387800775,121.34656785269222,342.0783517809095,15.73027645943036,226.01492894955052,143.8551171908623
63,387.6005110142821,133.76356974318935,377.08212334137113,17.339904782597273,817.2224009912693,158.5753461493362
64,389.0337460908313,134.25818890563238,378.4764644491737,17.404022757296037,341.4014979395841,159.1617121161468
65,386.58530283505974,133.41321450312552,376.09446505667756,17.294487883852316,226.01492894955052,158.16000358951203
66,384.8833361816575,132.8258542477244,374.438684991162,17.218347788897532,220.0671676614044,157.4636940039245
67,385.1222086944157,132.90829077479825,374.67107517579575,17.229034118013992,697.0776229707188,157.56142166505958
68,386.16727593773294,133.26895058074632,375.6877822335685,17.275786807898506,701.8358320012358,157.98898018252567
69,386.3762893863964,133.34108254193595,375.8911236451231,17.285137345875413,341.4014979395841,158.07449188601888
70,390.3475449110015,134.7115898045385,379.7546104646595,17.46279756743657,580.5015017230561,159.69921425238985
71,398.0213243833587,137.3598632367856,387.2201451460193,17.806095890302878,457.977619187247,162.8387153663548
72,405.3666541506736,139.89478644430616,394.3661433235078,18.134700510634044,700.6462797436066,165.84384094625904
73,407.21791612454973,140.53366952912845,396.16716725441955,18.21751956128662,462.735828217764,166.60123032005606
74,402.82863370261765,139.01889834414663,391.896997611774,18.021158263771653,340.2119456819549,164.80548454669864
75,401.78356645930046,138.65823853819856,390.8802905540012,17.974405573887136,816.0328487336402,164.37792602923255
76,400.4399085750356,138.1945330734082,389.5730957654363,17.914294972607046,699.4567274859775,163.82820793534768
77,388.675437321694,134.1345341150216,378.12787917222306,17.387993263621343,343.7806024548427,159.01512062444414
78,389.39205485996865,134.38184369624315,378.8250497261244,17.420052250970727,699.4567274859775,159.30830360784944
79,373.26816024878985,128.81737811875897,363.1387122633449,16.698725035609623,819.601505506528,152.71168648123043
80,339.3781225012195,117.12169584015791,330.1683548184288,15.18260209221174,226.01492894955052,138.8465745576886
81,307.42892391980956,106.09581034403185,299.08616762366205,13.7533055728851,223.63582443429218,125.77549988086942
82,288.58785447600616,99.59362927108273,280.7563918106734,12.910421363824252,341.4014979395841,118.06723060883864
83,282.73547791343026,97.57393435777367,275.06283228714614,12.648606300470965,576.9328449501683,115.67290291102881
84,288.8267269887644,99.67606579815656,280.9887819953072,12.921107692940714,226.01492894955052,118.16495826997375
85,311.0717297393722,107.3529673819079,302.630117939327,13.916272091911129,817.2224009912693,127.26584671317961
86,354.9944130227871,122.5109837976102,345.3608631388615,15.881220858200367,697.0776229707188,145.23552040439552
87,406.2027079453273,140.1833142890646,395.179508969726,18.172102662541658,226.01492894955052,166.18588776023188
88,434.1209328739424,149.81808339081965,422.3401117987978,19.42106737802802,460.35672370250535,177.6078081553963
89,455.5597408939913,157.21676169569676,443.19713086967863,20.380165416230383,220.0671676614044,186.37886574227122
90,472.43011210753957,163.03884142028667,459.6096876594387,21.134887410080427,340.2119456819549,193.2808818099374
91,485.9562681424729,167.70680976584288,472.7687818643259,21.74000079630002,221.25671991903357,198.81471062171227
92,498.94496102370033,172.18929592548292,485.4049981537872,22.321069942007583,579.3119494654268,204.12865219593314
93,506.2305726628257,174.70361000123506,492.49289878511723,22.647002980059636,580.5015017230561,207.10934586055362
94,514.8897012503104,177.69193410766172,500.9170429780913,23.03438241053134,816.0328487336402,210.65197357670084
95,520.3837690437491,179.58797423036006,506.262017224668,23.280167980209942,344.9701547124718,212.8997097828081
96,527.9381122597275,182.19502939907025,513.611356813711,23.61812313851802,814.843296476011,215.99034706620554
97,536.4479455267385,185.13183067607577,521.8902571412891,23.998823613291933,699.4567274859775,219.47189499414336
98,542.240603961125,187.1309164576164,527.525719118658,24.257967094366112,459.16717144487626,221.84179077666943
99,549.3172021515867,189.57309857217888,534.4102783384334,24.57454959444126,223.63582443429218,224.73697273779663
100,548.3915711646488,189.25365702976777,533.5097663729777,24.533140069114975,220.0671676614044,224.35827805089818
101,550.4219875230934,189.9543675098954,535.4850829423647,24.623973866604892,221.25671991903357,225.18896317054651
102,543.0169396275891,187.39883517060636,528.2809872187178,24.29269766399461,582.8806062383145,222.1594056753585
103,517.3978626342716,178.55751764193707,503.3571399167459,23.14658886625418,581.6910539806853,211.6781140186194
104,470.33997762090536,162.31752180839064,457.57627354389325,21.041382030311397,226.01492894955052,192.42576477500535
105,425.7902539915001,146.9431095091195,414.2355041096951,19.04838165009145,221.25671991903357,174.19955597330983
106,388.2872694884619,134.00057475852662,377.75024512219323,17.370627978807093,580.5015017230561,158.85631317509961
107,371.2377438903451,128.1166676386313,361.1633956939579,16.607891238119706,697.0776229707188,151.88100136158212
108,368.3712737372466,127.12742931374524,358.37471347835265,16.479655288722174,463.9253804753932,150.70826942796094
109,385.09234963032094,132.89798620891403,374.6420264027166,17.227698326874435,699.4567274859775,157.54920570741774
110,447.0499076269803,154.27996041869122,434.9182305421007,19.999464941456463,221.25671991903357,182.8973178143334
111,511.63506326398,176.56873642628068,497.7507267124563,22.888781176319565,579.3119494654268,209.3204341937352
112,529.8789514258879,182.86482618154517,515.4995270638603,23.70494956258926,220.0671676614044,216.78438431292818
113,541.9718723842719,187.03817536465834,527.2642801609451,24.24594497411009,226.01492894955052,221.73184715789245
114,550.1532559462405,189.86162641693736,535.2236439846516,24.611951746348876,818.4119532488987,225.0790195517695
115,552.3926857533487,190.6344688582546,537.4023019655932,24.712136081815697,459.16717144487626,225.99521637491105
116,557.7971763545031,192.4995952833002,542.6601298929323,24.953914278075622,700.6462797436066,228.2063047080926
117,566.1577143010401,195.38487373088458,550.7937863551141,25.327935797151746,580.5015017230561,231.62677284782097
118,568.0089762749163,196.02375681570686,552.594810286026,25.410754847804323,344.9701547124718,232.38416222161797
119,564.2168751348797,194.71507694840963,548.9056161049648,25.24110937308051,697.0776229707188,230.83273560109834
120,558.1554851236403,192.62325007391098,543.0087151698829,24.969943771750316,221.25671991903357,228.35289619979525
121,550.6011419076622,190.0161949052008,535.65937558084,24.63198861344224,576.9328449501683,225.26225891639783
122,543.554402781295,187.58431735652255,528.8038651341437,24.316741904506642,578.1223972077976,222.37929291291246
123,536.1792139498856,185.03908958311771,521.6288181835761,23.986801493035916,695.8880707130896,219.36195137536637
124,530.7448642846363,183.16365859218783,516.3419414831578,23.74368750563643,580.5015017230561,217.1386470845429
125,526.2062865422306,181.5973645777849,511.9265279751163,23.54064725242368,460.35672370250535,215.2818215229761
126,522.533621658573,180.3299029740246,508.353528886372,23.376344942258086,221.25671991903357,213.77925873302394
127,505.18550541950844,174.342950195287,491.4761917273444,22.600250290175122,457.977619187247,206.68178734308756
128,468.249843134271,161.59620219649452,455.5428594283477,20.947876650542362,223.63582443429218,191.57064774007324
129,431.403758041318,148.8803678953547,419.69667344858874,19.29951038432828,698.267175228348,176.49615600998462
130,407.00890267588625,140.46153756793882,395.96382584286494,18.208169023309715,578.1223972077976,166.51571861656282
131,389.63092737272683,134.46428022331696,379.0574399107582,17.43073858008719,222.44627217666277,159.40603126898452
132,383.30080578463446,132.2797122558602,372.8991000179633,17.147550858500978,222.44627217666277,156.8162482489045
133,394.67710920474394,136.20575185775186,383.96668256114657,17.656487282672423,814.843296476011,161.47052811046348
134,424.6556095558986,146.55153600551873,413.1316507326847,18.99762158678826,339.02239342432574,173.73534958291808
135,454.42509645838993,156.82518819209605,442.0932774926683,20.32940535292719,817.2224009912693,185.91465935187952
136,462.9050706613061,159.75168490321735,450.3431290471671,20.70877003656155,223.63582443429218,189.38399132217543
137,461.0836677515249,159.1231063842793,448.57115388933465,20.627286777048543,698.267175228348,188.63881790602036
138,457.70959350881526,157.95869043936133,445.28864253138266,20.47634237827853,580.5015017230561,187.2584146924871
139,456.42565375273983,157.51559410633945,444.0395452889761,20.418903359277554,820.7910577641571,186.73312851388596
140,453.94735143287346,156.66031513794834,441.62849712340073,20.308032694694273,698.267175228348,185.7192040296093
141,451.34961285662797,155.7638179060203,439.10125386550845,20.191818865552758,459.16717144487626,184.65641571476513
142,446.7811760501274,154.18721932573317,434.65679158438775,19.987442821200446,221.25671991903357,182.78737419555645
143,439.6747187955707,151.73473264528639,427.74318359153295,19.669524529985733,342.59105019721346,179.8799762767873
144,434.3598053867007,149.9005199178935,422.57250198343166,19.43175370714448,221.25671991903357,177.70553581653144
145,433.97163755346855,149.76656056139848,422.1948679334017,19.414388422330234,461.5462759601348,177.54672836718686
146,431.67248961817097,148.97310898831282,419.9581124063018,19.3115325045843,220.0671676614044,176.6060996287616
147,428.77616040097763,147.9735660975425,417.1403814176173,19.181960764047208,700.6462797436066,175.42115173749852
148,428.5372878882195,147.89112957046865,416.9079912329835,19.17127443493075,698.267175228348,175.32342407636344
149,426.1187036965427,147.05645973384603,414.5550406135666,19.063075352626587,463.9253804753932,174.33393150737058
150,421.58012595413675,145.49016571944307,410.13962710552494,18.860035099413828,221.25671991903357,172.47710594580374
151,399.1559688189603,137.75143674038634,388.32399852302973,17.856855953606065,220.0671676614044,163.30292175674654
152,342.24459265431796,118.110934165044,332.957037034034,15.310838041609271,700.6462797436066,140.01930649130975
153,292.88755970565387,101.07748675841185,284.93941513408134,13.10277528792055,221.25671991903357,119.82632850927041
154,255.41443426671051,88.14525657370324,248.48320491965865,11.426357407775754,818.4119532488987,104.49530166870213
155,228.6905719018864,78.9226701073174,222.48455301375563,10.230824337871699,462.735828217764,93.56201957921319
156,221.46467839095064,76.42896516333374,215.45474992858405,9.907562882098757,817.2224009912693,90.60575782987648
157,242.42574138548312,83.6627704140632,235.84698863019742,10.845288262068195,339.02239342432574,99.18136009448124
158,305.1894941127014,105.3229679027146,296.90750964272047,13.653121237418281,460.35672370250535,124.85930305772789
159,363.35495096932436,125.39626224519459,353.4945196010435,16.2552423772765,699.4567274859775,148.65598854412394
160,379.47884558050316,130.9607278226788,369.180857063823,16.976569592637603,461.5462759601348,155.25260567074295
161,393.3035922563842,135.73174182707726,382.63043899950236,17.595040890252776,341.4014979395841,160.90859405893664
162,400.55934483141465,138.23575133694513,389.6892908577531,17.919638137165276,697.0776229707188,163.87707176591522
163,405.6951038557161,140.00813666903272,394.6856798273792,18.14939421316918,344.9701547124718,165.9782164803198
164,413.966064609969,142.86250141896443,402.73218997032353,18.519408358826634,342.59105019721346,169.36203674712252
165,417.6088704295316,144.11965845684045,406.27614028598845,18.682374877852666,342.59105019721346,170.85238357943274
166,421.01280373633597,145.2943789676427,409.5877004170197,18.83465506776223,697.0776229707188,172.24500275060788
167,421.34125344137857,145.40772919236923,409.9072369208912,18.849348770297365,223.63582443429218,172.37937828466866
168,418.7136558010383,144.50092739455698,407.3509448899197,18.731799150016293,463.9253804753932,171.30437401218256
169,413.04043362303094,142.54305987655331,401.8316780048677,18.477998833500354,344.9701547124718,168.98334206022403
170,416.83253476306743,143.8517397438505,405.52087218592874,18.64764430822417,695.8880707130896,170.5347686807437
171,415.8770447120346,143.52199363555513,404.5913114473937,18.604898991758326,700.6462797436066,170.1438580362033
172,420.17674994168226,145.00585112288425,408.7743347708015,18.797252915854617,462.735828217764,171.90295593663504
173,429.8809457724844,148.35483503525901,418.21518602154845,19.231385036210842,343.7806024548427,175.87314217024834
174,440.2719000774662,151.94082396297102,428.32415905311746,19.696240352776886,224.82537669192138,180.12429542962505
175,440.33161820565584,151.9614330947395,428.3822565992759,19.698911935056,343.7806024548427,180.14872734490882
176,421.1322399927151,145.3355972311796,409.70389550933663,18.83999823232046,221.25671991903357,172.29386658117542
177,401.93286177977444,138.70976136761976,391.02553441939733,17.981084529584923,226.01492894955052,164.43900581744205
178,384.07714145109856,132.5476309688502,373.654368118023,17.182281428129475,460.35672370250535,157.13386314759356
179,364.87776323815785,125.9217951052903,354.97600702808376,16.323367725393933,817.2224009912693,149.27900238386013
180,349.76907680620144,120.70768476786998,340.2773278499978,15.647457408777786,460.35672370250535,143.0977278170653
181,352.5758288311103,121.67631396098757,343.0079125194446,15.773021775896199,223.63582443429218,144.24602783540269
182,390.3475449110015,134.7115898045385,379.7546104646595,17.46279756743657,817.2224009912693,159.69921425238985
183,436.53951706561935,150.65275322744228,424.6930624182148,19.529266460332188,220.0671676614044,178.59730072438919
184,446.1541357041371,153.97082344216435,434.046767349724,19.959391207269736,698.267175228348,182.53083908507682
185,445.6465316145259,153.79564582213243,433.5529382073773,19.936682757897255,340.2119456819549,182.32316780516476
186,444.39245092254527,153.36285405499473,432.3328897380499,19.88057953003584,819.601505506528,181.81009758420544
187,446.3930082168953,154.05325996923816,434.27915753435775,19.9700775363862,580.5015017230561,182.6285667462119
188,453.02172044593544,156.34087359553723,440.7279851579449,20.266623169367985,221.25671991903357,185.34050934271082
189,461.591271841136,159.29828400431123,449.06498303168144,20.64999522642102,222.44627217666277,188.84648918593243
190,470.25040042862105,162.28660811073794,457.48912722465565,21.037374656892727,697.0776229707188,192.38911690207968
191,476.6103810808081,164.48148064407889,463.6765158905297,21.321898169618496,224.82537669192138,194.9911158798016
192,477.028407978135,164.6257445664581,464.08319871363875,21.340599245572296,222.44627217666277,195.16213928678803
193,469.8622325953889,162.15264875424293,457.1114931746257,21.020009372078476,220.0671676614044,192.23030945273516
194,456.54509000911895,157.55681236987635,444.15574038129296,20.42424652383578,698.267175228348,186.7819923444535
195,453.46960640735705,156.49544208380067,441.16371675413325,20.286660036461345,461.5462759601348,185.52374870733914
196,455.32086838123314,157.13432516862292,442.96474068504494,20.36947908711392,461.5462759601348,186.28113808113613
197,459.74000986725997,158.65940091948897,447.26395910076974,20.567176175768445,820.7910577641571,188.08909981213543
198,458.6650835598481,158.28843654765672,446.21820326991775,20.519087694744375,224.82537669192138,187.6493253370275
199,441.9440076667737,152.5178796524879,429.95089034555383,19.77104465659211,580.5015017230561,180.80838905757074
200,408.9198827779519,141.12102978452953,397.8229473199351,18.293659656241402,581.6910539806853,167.29753990564362
201,379.32955026002924,130.90920499325765,369.0356131984268,16.969890636939816,701.8358320012358,155.1915258825335
202,360.607917072605,124.44824218384544,350.8220324777551,16.132349592437198,695.8880707130896,147.5321204410703
203,350.8738621777082,121.08895370558648,341.352132453929,15.69688168094142,463.9253804753932,143.54971824981513
204,348.8135867551686,120.37793865957461,339.34776711146276,15.604712092311944,579.3119494654268,142.70681717252492
205,360.0107357907095,124.24215086616084,350.2410570161707,16.105633769646047,340.2119456819549,147.28780128823257
206,386.8241753478179,133.49565103019935,376.32685524131136,17.305174212968772,221.25671991903357,158.25773125064717
207,411.99536637971374,142.18240007060524,400.8149709470948,18.431246143615837,579.3119494654268,168.55578354275795
208,418.7733739292279,144.52153652632546,407.40904243607815,18.73447073229541,578.1223972077976,171.32880592746636
209,426.1187036965427,147.05645973384603,414.5550406135666,19.063075352626587,814.843296476011,174.33393150737058
210,436.6888123860933,150.70427605686342,424.8383062836109,19.535945416029975,816.0328487336402,178.6583805125986
211,443.496678999702,153.05371707846786,431.46142654567325,19.840505795849108,817.2224009912693,181.44361885494882
212,443.3772427433229,153.01249881493092,431.3452314533564,19.835162631290878,463.9253804753932,181.39475502438128
213,440.8690813593618,152.14691528065563,428.90513451470184,19.722956175568044,462.735828217764,180.36861458246278
214,442.2724573718162,152.63122987721442,430.27042684942523,19.785738359127247,222.44627217666277,180.94276459163146
215,443.52653806379675,153.0640216443521,431.4904753187525,19.841841586988664,462.735828217764,181.45583481259072
216,446.2437128964214,154.001737139817,434.13391366896167,19.96339858068841,701.8358320012358,182.56748695800246
217,451.34961285662797,155.7638179060203,439.10125386550845,20.191818865552758,221.25671991903357,184.65641571476513
218,457.3512847396779,157.83503564875056,444.94005725443196,20.460312884603837,339.02239342432574,187.11182320078444
219,464.12929228919205,160.17417210447078,451.53412874341524,20.763537473283414,340.2119456819549,189.88484558549285
220,471.74335363335973,162.80183640494943,458.94156587861664,21.104164213870604,582.8806062383145,192.99991478417402
221,480.9399453745506,165.97564269729224,467.8885879870167,21.515587884854344,343.7806024548427,196.7624297378752
222,489.151188000614,168.80939831545552,475.87700058380267,21.88293044823269,223.63582443429218,200.12181808939422
223,481.2982541436879,166.09929748790302,468.2371732639674,21.531617378529038,343.7806024548427,196.9090212295779
224,456.54509000911895,157.55681236987635,444.15574038129296,20.42424652383578,576.9328449501683,186.7819923444535
225,435.7034632709656,150.36422538268386,423.8796967719966,19.491864308424574,576.9328449501683,178.25525391041631
226,423.40152886391803,146.11874423838105,411.9116022633574,18.941518358926842,460.35672370250535,173.22227936195884
227,419.4302733393129,144.74823697577852,408.048115443821,18.76385813736568,342.59105019721346,171.59755699558787
228,424.1778645303821,146.38666295137105,412.6668703634171,18.97624892855534,342.59105019721346,173.53989426064788
229,436.6888123860933,150.70427605686342,424.8383062836109,19.535945416029975,581.6910539806853,178.6583805125986
230,463.7411244559599,160.04021274797577,451.1564946933853,20.746172188469163,339.02239342432574,189.72603813614828
231,493.65990667892504,170.3653877639742,480.263365318765,22.084634910305887,226.01492894955052,201.96642769331916
232,505.09592822722414,174.3120364976343,491.38904540810677,22.596242916756452,226.01492894955052,206.64513947016192
233,511.33647262303225,176.46569076743836,497.460238981664,22.875423264923988,339.02239342432574,209.19827461731632
234,514.4716743529837,177.54767018528253,500.51036015498227,23.01568133457754,463.9253804753932,210.48095016971448
235,516.9201176087553,178.3926445877894,502.89235954747846,23.125216208021264,582.8806062383145,211.48265869634918
236,522.3246082099096,180.25777101283498,508.1501874748173,23.366994404281186,576.9328449501683,213.69374702953073
237,527.6992397469693,182.1125928719964,513.3789666290774,23.60743680940156,817.2224009912693,215.89261940507046
238,535.2535829629475,184.71964804070657,520.7283062181201,23.94539196770963,581.6910539806853,218.98325668846783
239,545.1966513065078,188.15106848015515,530.4015476535009,24.390210417182313,460.35672370250535,223.05117058321625
240,550.8997325486098,190.11924056404308,535.9498633116322,24.645346524837816,697.0776229707188,225.38441849281668
241,551.2281822536523,190.23259078876958,536.2693998155036,24.660040227372946,816.0328487336402,225.5187940268774
242,551.6163500868845,190.3665501452646,536.6470338655334,24.6774055121872,460.35672370250535,225.67760147622198
243,553.5870483171396,191.04665149362376,538.5642528887621,24.765567727397997,224.82537669192138,226.48385468058652
244,555.0501424577836,191.55157522195105,539.9876427696438,24.83102149323632,582.8806062383145,227.08243660503896
245,557.3194313289866,192.33472222915253,542.1953495236647,24.932541619842702,695.8880707130896,228.0108493858224
246,550.2726922026195,189.90284468047423,535.3398390769685,24.617294910907106,341.4014979395841,225.12788338233702
247,537.0152677445392,185.32761742787613,522.4421838297942,24.02420364494353,220.0671676614044,219.70399818933916
248,512.6204123791075,176.90878710046024,498.7093362240705,22.932862283924962,582.8806062383145,209.72356079591745
249,492.55512130741835,169.9841188262577,479.18856071483384,22.035210638142253,580.5015017230561,201.51443726056934
250,478.7900927597268,165.23371395362767,465.7970763253128,21.4194109228062,699.4567274859775,195.88288078765936
251,469.62336008263065,162.0702122271691,456.8791029899919,21.009323042962016,344.9701547124718,192.13258179160005
252,469.08589692892474,161.88473004125294,456.35622507456594,20.985278802449976,344.9701547124718,191.91269455404608
253,479.4469921698118,165.46041440308073,466.43614933305565,21.448798327876464,224.82537669192138,196.1516318557809
254,502.5877668432629,173.44645296335898,488.9489484694522,22.48403646103361,579.3119494654268,205.61899902824337
255,527.3110719137371,181.9786335155014,513.0013325790474,23.590071524587305,814.843296476011,215.73381195572588
256,535.0147104501892,184.63721151363274,520.4959160334864,23.934705638593165,221.25671991903357,218.88552902733275
257,538.2693484365199,185.76040919501384,523.6622322991217,24.08030687280495,817.2224009912693,220.21706841029848
258,541.2253957819026,186.7805612175526,526.5380608339644,24.21255019562115,344.9701547124718,221.4264482168453
259,544.509892832328,187.9140634648179,529.7334258726789,24.35948722097249,344.9701547124718,222.77020355745287
260,547.0777723444785,188.80025613086164,532.2316203574918,24.47436525897444,344.9701547124718,223.82077591465512
261,550.0039606257666,189.81010358751618,535.0784001192555,24.60527279065109,818.4119532488987,225.01793976356007
262,553.8557798939926,191.13939258658183,538.825691846475,24.777589847654017,224.82537669192138,226.5937982993635
263,557.8270354185978,192.50989984918442,542.6891786660116,24.955250069215175,695.8880707130896,228.21852066573447
264,561.1413915331179,193.65370666233397,545.9135924778051,25.103522885706074,343.7806024548427,229.57449196398397
265,564.6946201603962,194.8799500025573,549.3703964742324,25.262482031313425,223.63582443429218,231.0281909233685
266,568.4270031722432,196.16802073808608,553.001493109135,25.429455923758127,461.5462759601348,232.5551856286044
267,572.7267084018908,197.65187822541523,557.184516432543,25.62180984785443,820.7910577641571,234.31428352903617
268,577.6534539775288,199.35213159631311,561.9775639906144,25.842215385881428,818.4119532488987,236.3299165399475
269,584.0432936938108,201.55730869553838,568.1940014295677,26.128074689746754,461.5462759601348,238.94413147531134
270,592.523267896727,204.48380540665968,576.4438529840667,26.507439373381118,226.01492894955052,242.4134634456073
271,581.7441457585131,200.76385712245266,565.9572459024678,26.02521877200082,222.44627217666277,238.00350273688602
272,550.6310009717569,190.02649947108503,535.6884243539191,24.633324404581792,220.0671676614044,225.2744748740397
273,518.9206749031052,179.0830505020328,504.83862734378624,23.21471421437162,343.7806024548427,212.3011278583556
274,500.28861890796514,172.65300139027326,486.71219294235215,22.381180543287673,819.601505506528,204.67837028981808
275,490.9128727822057,169.41736770262506,477.5908781954767,21.961742125466586,340.2119456819549,200.84255959026552
276,489.0616108083296,168.7784846178028,475.789854264565,21.87892307481402,223.63582443429218,200.08517021646855
277,495.6007458450854,171.03518454644913,482.15153556891437,22.171461334377128,701.8358320012358,202.7604649400418
278,527.57980349059,182.07137460845948,513.2627715367604,23.602093644843325,460.35672370250535,215.8437555745029
279,572.1593861840901,197.4560914736148,556.6325897440377,25.59642981620283,579.3119494654268,234.08218033384026
