0,1,2,3,4,5,6
0.0,399.407436072766,0.0,0.0,0.0,107.63536258749293,0.0
18.19359744555635,535.4790318369548,0.0,-0.0,0.0,0.0,0.0
36.37527948919782,521.7440663975179,0.0,-0.0,-0.0,0.0,-0.0
0.0,388.286685568693,0.0,-0.0,-0.0,331.9420660054708,0.0
0.0,448.778971219716,0.0,-0.0,-0.0,36.5761212476628,0.0
0.0,484.2707071577353,0.0,-0.0,0.0,0.0,0.0
31.573351787146635,508.17108781040054,0.0,0.0,-0.0,0.0,0.0
0.0,380.4063432426951,0.0,0.0,0.0,102.0895400185373,-0.0
0.0,328.39870949347977,0.0,-0.0,0.0,146.66566126620023,0.0
28.708682471330686,401.89848709599966,0.0,0.0,0.0,0.0,0.0
0.0,277.52977875273876,0.0,0.0,0.0,25.33133098802034,0.0
13.822434097919167,367.5523919332791,0.0,0.0,0.0,0.0,0.0
0.0,237.82087818522984,0.0,-0.0,-0.0,0.0,0.0
20.44425871431227,371.1927473105615,0.0,-0.0,0.0,117.76567350529211,2.440479903098719
48.524362666704945,494.8162822376673,0.0,-0.0,0.0,0.0,0.0
0.0,346.95628734905756,0.0,0.0,-0.0,0.0,0.0
0.0,314.3002716959664,0.0,-0.0,0.0,38.32002246469028,0.0
0.0,365.1088103535244,0.0,0.0,0.0,0.0,0.0
0.0,376.7960742463537,0.0,-0.0,-0.0,0.0,-0.0
0.0,450.6147480552095,0.0,-0.0,-0.0,0.0,0.0
0.0,340.0663821534907,0.0,0.0,-0.0,91.53134701058407,0.0
0.0,352.5526963576426,0.0,-0.0,0.0,46.95522576292137,-0.0
0.0,409.62885167724096,0.0,0.0,-0.0,0.0,0.0
0.0,483.59730810034364,0.0,-0.0,-0.0,70.81044774237095,-0.0
34.58228502534175,614.9291122994803,0.0,-0.0,-0.0,0.0,0.0
1.9784766497721762,583.1207000996187,0.0,-0.0,-0.0,0.0,-0.0
39.209035107361046,518.449235185124,0.0,0.0,0.0,0.0,-0.0
0.0,381.6324660047802,0.0,0.0,-0.0,184.87711570751372,0.0
0.0,489.39141556438716,0.0,-0.0,0.0,0.0,0.0
0.0,502.6450137933693,0.0,0.0,-0.0,0.0,0.0
31.511524391841217,583.6038394616031,0.0,-0.0,0.0,0.0,-0.0
0.0,455.912390639749,0.0,0.0,-0.0,298.41042246374474,0.0
0.0,339.27638348380253,0.0,-0.0,0.0,213.65221343322776,0.0
0.0,311.4426440578367,0.0,0.0,-0.0,290.4104224637447,0.0
46.82410929580701,457.2870059355351,0.0,-0.0,-0.0,0.0,0.0
15.82781319817721,330.2063549957752,0.0,-0.0,-0.0,47.74176190738518,0.0
0.0,354.2107403344133,0.0,0.0,0.0,0.0,0.0
0.0,251.82960766215706,0.0,0.0,-0.0,371.26068229005773,0.0
32.387412492000834,380.55941288357167,0.0,-0.0,0.0,0.0,0.0
36.81837582221968,410.39338712257506,0.0,-0.0,-0.0,0.0,0.0
0.0,276.4107201151491,0.0,0.0,0.0,227.17716428157308,0.0
0.0,271.9441891749886,0.0,-0.0,-0.0,0.0,0.0
0.0,266.65727500092123,0.0,0.0,0.0,276.86567728876383,0.0
0.0,382.57859859506146,0.0,-0.0,0.0,0.0,0.0
35.90126945852322,510.3811583251176,0.0,-0.0,0.0,0.0,0.0
0.0,377.48571154781956,0.0,-0.0,-0.0,103.85506294304433,0.0
0.0,244.9323115844943,0.0,0.0,0.0,146.37894547885338,0.0
0.0,236.91078663073662,0.0,-0.0,-0.0,94.66551068541507,0.0
38.27951780149651,374.0207387944857,0.0,-0.0,-0.0,0.0,0.0
1.5435785063506984,240.13579944819475,0.0,-0.0,0.0,0.0,0.0
36.42680231861894,357.6069611474463,0.0,0.0,0.0,0.0,0.0
0.0,224.08850053041195,0.0,0.0,-0.0,226.80845310062054,0.0
0.0,225.06080658541288,0.0,0.0,0.0,41.80098862584532,0.0
0.0,233.93587221220295,0.0,-0.0,0.0,0.0,0.0
0.0,255.75948001994388,0.0,0.0,0.0,299.9980053582496,0.0
41.36268937716508,395.1293843474421,0.0,-0.0,-0.0,0.0,0.0
29.162083370236843,310.7894221244382,0.0,-0.0,-0.0,0.0,0.0
0.0,185.8832116449342,0.0,0.0,0.0,132.89800157477788,0.0
27.58548478994969,277.8094266176665,0.0,0.0,-0.0,0.0,0.0
0.0,154.77225765737123,0.0,-0.0,-0.0,0.0,3.8737149796480135
39.25025337089795,297.0984237342061,0.0,-0.0,0.0,0.0,0.0
0.0,208.55913677062296,0.0,0.0,0.0,160.1690111845323,20.073254424362005
23.12360776207805,326.30679607198107,0.0,0.0,-0.0,209.08593472312745,3.270564691676213
48.256605871580945,446.4365671135072,0.0,0.0,-0.0,0.0,0.0
10.211986709137904,311.0002011466965,0.0,0.0,0.0,93.69936573309387,0.0
0.0,183.82895294052997,0.0,0.0,-0.0,129.08593472312748,0.0
0.0,200.09703278005952,0.0,0.0,-0.0,207.03369601127352,0.0
37.46756347292617,334.84930511892446,0.0,0.0,-0.0,0.0,0.0
23.95180013044707,318.5517726944918,0.0,0.0,-0.0,0.0,0.0
0.0,183.61626099099854,0.0,-0.0,0.0,121.33433027817983,0.0
0.0,225.42308153738824,0.0,-0.0,0.0,0.0,0.0
0.0,195.46624103632223,0.0,-0.0,-0.0,4.758209030516922,0.0
33.54017990356652,327.31111545641795,0.0,0.0,-0.0,0.0,0.0
0.0,204.82468681570623,0.0,0.0,-0.0,0.0,0.0
0.0,227.40349832035042,0.0,-0.0,0.0,194.52388253580904,0.0
37.910659805948086,362.6810568378165,0.0,-0.0,0.0,0.0,0.0
0.8243652707384399,259.1582550136982,0.0,-0.0,-0.0,0.0,0.0
0.0,185.9558724358445,0.0,-0.0,0.0,213.62089548474142,0.0
9.26396664778872,239.49029723444903,0.0,-0.0,0.0,0.0,0.0
52.378432225272924,372.989050388196,0.0,-0.0,0.0,0.0,0.0
26.52411450387393,252.00416231173784,0.0,0.0,0.0,267.3865689900336,0.0
0.0,130.225236988557,0.0,-0.0,0.0,189.76567350529191,6.94919858140986
0.0,84.10681317449769,0.0,-0.0,0.0,0.0,0.7902680252133223
12.33164472589377,221.35114087230752,0.0,0.0,0.0,0.0,0.0
0.0,263.4895220475472,0.0,0.0,-0.0,199.0821300523669,1.9732730112356194
29.873098416248666,389.23863360434143,0.0,0.0,0.0,0.0,4.7282702606278235
52.265082000546386,377.591978988104,0.0,-0.0,-0.0,0.0,0.0
0.0,221.79161163226772,0.0,-0.0,-0.0,127.08213005236688,0.0
27.91523089824497,345.2196912371033,0.0,0.0,0.0,0.0,0.0
0.0,254.01729628590903,0.0,-0.0,0.0,62.67674595652095,0.0
0.0,302.8146871770588,0.0,0.0,0.0,0.0,0.0
0.0,284.94878266062597,0.0,-0.0,0.0,157.91045152584266,0.0
11.970966053640511,414.4848410864051,0.0,0.0,0.0,0.0,-0.0
0.0,369.4777557502707,0.0,0.0,0.0,0.0,-0.0
34.56167589357335,500.78512803412355,0.0,-0.0,0.0,0.0,0.0
0.0,393.78140969519893,0.0,0.0,-0.0,194.1970167324045,0.0
34.94294483128982,525.5407724118015,0.0,-0.0,-0.0,0.0,-0.0
11.382396365745658,530.8841859566752,0.0,0.0,0.0,0.0,0.0
0.0,393.66429017414913,0.0,0.0,0.0,0.0,0.0
0.0,349.4248279328747,0.0,0.0,0.0,155.53134701058406,-0.0
0.0,348.4829064420926,0.0,-0.0,-0.0,87.10000378347183,-0.0
0.0,350.5490568089695,0.0,0.0,-0.0,148.3203641861358,0.0
40.10553233928903,488.4286143041576,0.0,-0.0,0.0,0.0,-0.0
21.31000416645358,407.3455571263342,0.0,0.0,0.0,0.0,0.0
0.0,291.7479063699482,0.0,-0.0,0.0,215.56215515561894,0.0
0.0,223.72388575978655,0.0,0.0,0.0,178.94758466328523,0.0
0.0,285.85807024173755,0.0,-0.0,0.0,0.0,2.512730511538109
9.633696446223594,303.450908874254,0.0,0.0,0.0,0.0,0.0
