,coefficients,intercepts
0,99.22013941494214,-631.181335390994
1,194.9095653017677,-1514.8352049383861
2,267.3601306160785,-2183.8874204528397
3,483.34483476062763,-4178.420440288381
4,183.9736309147019,-1413.8461912758262
5,167.56972933410324,-1262.3626707819876
6,99.22013941494214,-631.181335390994
