BCE,BST1,BSTA,BST5,KWEA,KWEAD,KWEP,KWEPARKING,THEWING,THELEVEL
23.8,11,7.5,41,79,24.65,34,0.23,10.21,7.66
24.29,12,7.5,41,77,24.14,34,0.23,10.86,7.76
23.88,12,10,40,79,24.75,40,0.23,9,6.05
22.84,11,10,41,79,24.14,45,0.23,8.15,6.15
21.23,12,7.5,41,89,24.24,45,0.23,7.75,6.15
21.23,12,10,41,78,23.64,41,0.23,7.85,6.56
20.75,11,7.5,41,78,24.55,42,0.23,7.7,5.85
21.71,12,7.5,40,82,24.04,40,0.23,7.6,5.95
21.15,11,10,38,78,23.24,40,0.23,7.7,5.95
20.91,13,7.5,39,78,23.44,38,0.23,7.25,6.25
21.15,11,10,37,86,23.04,36,0.23,6.94,5.85
21.63,11,7.5,34,79,22.74,34,0.23,6.99,5.95
20.91,13,7.5,33,78,21.33,24,0.23,9.2,5.75
21.47,27,7.5,29,75,20.32,20,0.23,7.25,5.95
21.23,30,7.5,25,76,19.12,16,0.23,7.14,5.65
21.15,30,7.5,21,75,17.71,16,0.23,7.14,6.56
21.23,31,7.5,16,84,13.99,8,0.23,7.8,7.06
20.75,35,10,8,74,13.29,2,0.23,8.05,14.19
21.63,40,7.5,4,71,9.87,0,0.23,8.45,15.2
22.6,37,5,2,76,9.37,0,0.23,9.05,13.09
27.5,35,7.5,0,72,7.26,0,0.23,9.2,12.28
27.66,36,7.5,0,77,6.46,0,0.23,7.35,14.6
23.88,44,7.5,0,73,4.55,0,0.23,8.65,12.18
26.94,39,7.5,0,73,4.34,0,0.23,9.15,15.9
25.97,39,7.5,0,71,3.34,0,0.23,8.8,13.49
24.21,39,5,0,69,2.84,0,0.23,10.86,14.29
22.12,37,7.5,0,81,2.74,0,0.23,9.76,12.08
22.28,42,7.5,0,72,1.63,0,0.23,10.61,14.7
22.44,36,7.5,0,71,1.63,0,0.23,10.46,15.8
21.55,35,7.5,0,69,1.43,0,0.23,12.77,14.6
20.83,38,5,0,82,1.23,0,0.23,13.33,17.11
22.04,40,7.5,0,73,0.93,0,0.23,13.68,14.7
20.83,31,7.5,0,74,0.63,0,0.23,15.79,16.1
22.76,40,7.5,0,77,1.33,0,0.23,14.28,15.7
21.87,36,5,0,80,1.03,0,0.23,13.38,17.11
21.95,38,7.5,0,74,0.73,0,0.23,11.92,17.11
20.35,39,5,0,71,1.03,0,0.23,15.44,18.01
22.36,35,7.5,0,85,1.33,0,0.23,14.18,16
23,34,7.5,0,73,1.43,0,0.23,12.27,17.91
21.39,32,5,0,73,1.33,0,0.23,12.42,18.41
22.12,32,7.5,0,82,1.73,0,0.23,14.68,18.31
21.15,29,7.5,0,73,1.53,0,0.23,15.69,17.81
21.07,27,5,0,78,2.33,0,0.23,15.03,18.92
20.75,27,7.5,0,89,2.54,0,0.23,16.29,18.11
21.95,24,5,0,78,2.94,0,0.23,15.74,16.51
20.83,23,7.5,0,87,2.94,0,0.23,13.68,19.92
24.37,21,7.5,0,81,4.24,0,0.23,11.32,19.32
23.16,16,5,0,85,4.04,0,0.23,12.17,17.41
21.71,14,7.5,0,86,5.95,0,0.23,17.35,16.81
22.2,13,5,0,80,6.15,0,0.23,14.83,16.1
20.35,14,7.5,0,89,7.46,0,0.23,12.97,16.2
23.88,12,7.5,0,82,8.47,0,0.23,13.68,16.4
24.37,13,5,0,85,10.98,0,0.23,12.97,16.51
22.6,12,5,0,85,11.58,0,0.23,16.94,17.51
21.39,12,7.5,0,81,12.79,0,0.23,14.13,18.21
21.95,11,7.5,0,91,14.39,0,0.23,11.32,16
22.28,12,5,0,79,16.4,0,0.23,12.42,18.31
24.13,11,7.5,2,91,16.4,0,0.23,14.23,15.8
34.58,12,5,6,83,19.32,4,0.23,16.64,14.8
35.22,11,7.5,10,86,19.42,12,0.23,16.14,14.29
35.7,12,7.5,16,91,21.93,17,0.23,19.46,15.3
34.74,11,5,22,84,20.53,16,0.23,19.41,12.79
36.59,11,7.5,25,95,22.84,21,0.23,17.24,14.39
36.59,11,7.5,29,85,21.73,30,0.23,19.96,15.2
38.36,10,5,32,87,23.24,37,0.23,18,15.3
35.06,11,7.5,35,96,22.23,37,0.23,20.31,15.6
35.86,11,7.5,37,85,23.54,40,0.23,15.94,15.1
37.15,10,5,38,91,22.64,41,0.23,15.03,17.31
36.11,10,7.5,40,92,23.54,41,0.23,14.73,13.99
35.38,11,7.5,40,87,22.74,43,0.23,14.48,15.6
34.74,10,5,41,95,23.34,42,0.23,15.64,11.78
34.74,10,7.5,41,87,23.84,44,0.23,16.94,15.9
35.14,10,7.5,42,85,22.94,42,0.23,17.19,10.98
24.13,10,7.5,41,93,24.34,41,0.23,19.56,11.58
21.15,10,7.5,40,80,22.33,34,0.23,16.24,10.68
20.67,9,7.5,41,78,24.44,35,0.23,14.78,10.68
21.79,10,7.5,41,77,22.33,42,0.23,14.93,10.78
21.95,10,10,40,87,24.24,43,0.23,15.84,13.59
21.15,10,7.5,41,78,22.94,42,0.23,15.49,15.8
21.63,11,7.5,42,75,23.44,42,0.23,14.73,15.8
21.07,9,7.5,41,80,23.84,44,0.23,13.22,15.6
20.67,10,10,41,88,22.33,41,0.23,12.82,15.5
21.15,10,7.5,41,79,24.55,43,0.23,12.47,15.6
20.99,10,7.5,42,77,22.33,43,0.23,12.07,15.6
20.99,11,10,42,78,24.24,41,0.23,12.52,15.8
22.04,9,7.5,40,78,22.23,43,0.23,12.17,15.3
23.72,10,7.5,42,83,24.34,34,0.23,10.01,15.3
21.23,10,10,41,81,23.04,35,0.23,9.46,15.9
20.35,11,7.5,40,78,24.14,40,0.23,9.46,15.5
21.31,9,7.5,41,78,22.33,42,0.23,9.46,16
20.51,10,10,41,79,23.44,43,0.23,10.41,15.5
21.15,10,10,42,87,24.04,42,0.23,10.66,15.5
20.35,10,7.5,41,80,22.43,42,0.23,11.42,15.3
21.47,10,10,40,78,23.54,41,0.23,9.1,15.7
21.63,10,7.5,41,76,23.04,42,0.23,8.7,15.7
23.48,10,10,40,81,23.64,42,0.23,8.6,15.6
24.53,10,10,42,79,22.94,42,0.23,8.75,15.5
22.6,10,10,42,86,24.04,41,0.23,8.9,15.5
22.28,10,7.5,40,77,22.84,42,0.23,8.6,15.7
22.04,10,10,42,90,24.04,37,0.23,9.26,16.3
22.68,10,10,41,87,22.94,36,0.23,8.75,16.3
20.91,10,7.5,42,86,23.54,39,0.23,7.95,16.1
20.99,10,10,40,87,23.24,44,0.23,8.85,15.7
21.63,10,10,42,96,22.64,116,0.23,7.8,18.31
21.87,10,7.5,38,88,24.24,103,0.23,7.95,19.72
21.31,10,12.5,39,91,24.24,99,0.23,7.75,18.82
38.03,10,10,41,87,30.37,99,0.23,8.2,16.71
32.73,10,10,38,96,30.58,92,0.23,9.26,17.71
32.81,11,25,41,103,39.52,90,0.23,9.1,19.52
32.73,9,20,55,115,33.89,89,0.23,9.2,15.6
38.92,10,22.5,58,133,28.87,91,0.23,9.1,20.02
49.69,11,22.5,48,147,27.86,91,0.23,9.66,23.34
52.19,10,15,42,154,25.15,92,0.23,9.91,27.66
59.18,10,17.5,38,181,28.97,85,0.23,10.96,32.89
64.89,10,15,32,212,29.47,79,0.23,12.82,38.21
69.07,10,17.5,31,235,28.87,72,0.23,10.21,37.31
66.58,10,17.5,32,230,28.87,66,0.23,9.86,40.52
63.36,10,15,23,233,29.07,60,0.23,9.81,41.43
67.7,10,15,20,220,26.76,60,0.23,11.27,37.81
79.92,10,25,14,217,28.46,53,0.23,12.27,37.71
70.52,11,17.5,14,228,27.36,55,0.23,11.27,38.92
69.95,10,12.5,10,252,31.58,52,0.23,10.86,41.73
97.61,10,15,8,262,27.56,52,0.23,10.96,41.13
77.51,10,17.5,6,254,27.26,53,0.23,13.12,39.12
72.45,10,15,1,256,30.68,44,0.23,11.62,38.41
70.19,10,15,0,269,34.09,42,0.23,12.67,40.12
78.15,10,12.5,0,243,32.08,40,0.23,13.33,39.42
72.53,10,12.5,0,231,30.78,36,0.23,12.32,40.12
79.2,10,12.5,0,213,32.69,35,0.23,11.62,40.63
71,10,10,0,212,31.78,36,0.23,13.93,38.11
77.67,10,15,0,205,23.84,32,0.23,16.34,39.42
70.92,10,17.5,0,242,21.63,24,0.23,17.6,40.42
87.4,10,15,0,260,19.22,25,0.23,20.16,41.73
73.89,10,20,0,252,29.37,13,0.23,15.69,41.43
77.91,10,12.5,0,236,30.27,10,0.23,16.49,41.03
70.52,10,15,0,249,33.39,8,0.23,14.68,40.32
63.44,10,7.5,0,249,31.08,17,0.23,15.59,42.94
61.43,10,12.5,0,238,36.4,13,0.23,15.23,41.93
57.89,10,10,0,204,32.89,15,0.23,15.03,41.63
60.31,10,12.5,0,227,27.36,19,0.23,15.79,42.03
56.77,10,15,0,226,24.04,21,0.23,15.59,41.53
52.43,10,15,0,222,28.16,22,0.23,14.93,41.83
52.75,10,15,0,206,26.35,23,0.23,13.33,40.22
52.91,10,12.5,0,215,32.18,16,0.23,13.53,39.52
51.06,10,10,0,208,28.87,24,0.23,15.18,40.32
49.29,10,10,0,152,28.06,33,0.23,14.38,42.53
47.28,10,10,0,138,28.26,36,0.23,16.59,36.81
45.35,10,10,0,132,24.85,36,0.23,16.74,28.77
45.35,10,7.5,0,113,22.84,41,0.23,18.15,27.46
36.35,9,7.5,0,104,24.34,44,0.23,19.46,26.76
34.42,11,7.5,1,115,23.54,49,0.23,17.95,26.45
33.21,9,7.5,2,100,26.25,60,0.23,16.34,23.44
36.99,10,7.5,7,97,24.34,65,0.23,14.63,24.44
32.25,10,5,10,105,28.36,75,0.23,15.89,24.65
29.91,10,7.5,16,97,27.76,80,0.23,15.13,23.84
28.55,10,7.5,20,96,29.47,87,0.23,14.68,20.73
27.98,10,5,23,103,27.66,90,0.23,14.63,20.12
27.82,10,7.5,28,95,30.27,44,0.23,16.29,24.65
29.59,10,7.5,32,95,30.07,43,0.23,15.49,24.24
27.18,11,5,34,108,30.27,36,0.23,16.19,23.94
23.56,9,7.5,38,94,30.27,35,0.23,17.65,24.04
21.87,10,5,42,93,29.97,43,0.23,16.19,25.85
22.68,10,7.5,42,104,32.18,45,0.23,17.45,24.04
23.56,10,7.5,42,93,28.77,45,0.23,19.61,22.94
23,10,5,44,92,33.99,41,0.23,16.04,23.54
22.36,10,7.5,44,103,30.78,43,0.23,15.29,20.12
23.56,10,7.5,44,97,34.7,43,0.23,18.75,20.83
23.72,10,7.5,43,89,31.78,46,0.23,21.82,24.75
22.76,10,7.5,42,87,33.99,42,0.23,18.1,24.04
25.25,10,7.5,42,94,31.28,41,0.23,16.94,16
23.16,10,7.5,42,84,33.59,42,0.23,14.98,13.99
21.15,10,7.5,42,85,30.88,40,0.23,15.59,16.4
22.92,10,7.5,40,81,32.59,38,0.23,15.69,15.2
24.29,11,7.5,41,90,31.28,32,0.23,16.99,15.2
22.6,10,7.5,42,82,33.49,36,0.23,15.59,14.8
20.75,10,7.5,41,82,30.98,41,0.23,14.68,14.7
21.87,10,7.5,41,79,32.08,41,0.23,14.78,15.2
21.31,10,7.5,42,84,31.78,41,0.23,15.59,14.9
21.71,10,7.5,41,85,32.28,40,0.23,15.39,14.7
21.23,10,7.5,42,89,31.58,40,0.23,13.43,15
21.55,10,7.5,41,80,31.68,40,0.23,12.22,14.8
22.12,10,7.5,42,79,31.48,40,0.23,11.92,14.9
21.15,10,7.5,41,83,32.18,42,0.23,12.32,15.2
21.63,10,7.5,42,79,29.77,41,0.23,11.72,15.1
21.39,10,10,42,74,31.78,40,0.23,11.62,15.2
21.63,10,7.5,40,77,29.47,34,0.23,11.27,15.1
21.31,10,7.5,42,74,31.68,32,0.23,12.62,15.1
21.95,10,7.5,41,75,29.57,37,0.23,12.57,15.3
22.04,10,7.5,41,75,30.98,43,0.23,12.32,15
23.64,10,10,42,76,28.97,43,0.23,12.32,15.3
24.21,10,7.5,41,76,30.78,42,0.23,11.87,14.7
22.28,10,7.5,41,73,29.57,43,0.23,11.37,15.1
22.12,11,7.5,42,75,30.37,43,0.23,11.87,15.3
21.31,10,10,43,76,30.37,44,0.23,11.27,14.9
21.63,10,7.5,41,77,30.27,43,0.23,9.31,14.6
22.84,10,7.5,40,96,30.47,43,0.23,9.2,14.8
20.75,10,7.5,42,86,29.47,40,0.23,9.41,14.9
21.95,10,10,40,91,27.06,40,0.23,9,14.6
22.36,10,7.5,43,88,24.34,38,0.23,9.26,12.49
22.12,10,7.5,39,88,26.56,103,0.23,8.95,8.57
23.16,10,10,40,86,24.85,93,0.23,10.11,10.27
23.24,11,10,41,96,27.06,99,0.23,10.26,7.76
40.77,10,10,36,93,24.85,97,0.23,11.01,7.96
34.74,10,15,38,99,25.15,96,0.23,10.11,12.49
48.08,10,15,38,110,37.91,88,0.23,9.81,13.09
48.65,23,15,50,113,27.76,88,0.23,9.71,12.08
35.54,33,17.5,59,138,25.05,89,0.23,9.86,16.51
45.03,39,10,45,161,28.06,89,0.23,10.96,25.55
47.2,38,17.5,45,162,26.35,84,0.23,9.46,33.99
52.51,38,25,47,202,25.85,81,0.23,9.1,32.28
61.03,39,20,38,228,27.56,77,0.23,9.46,32.69
77.75,39,17.5,34,235,26.86,70,0.23,11.21,34.9
67.62,45,15,22,239,27.56,73,0.23,9.26,33.89
65.13,56,12.5,30,249,26.25,69,0.23,9.56,36.5
76.79,57,17.5,25,248,24.24,60,0.23,9,35.9
77.59,52,20,13,222,22.03,60,0.23,8.75,36.61
80.49,41,20,8,219,25.05,54,0.23,10.01,36.91
75.58,36,15,8,230,22.43,51,0.23,9.41,36.4
66.01,35,15,3,234,29.47,56,0.23,9.05,36.5
66.74,33,17.5,1,225,31.78,55,0.23,9.51,36.3
67.7,35,12.5,4,227,27.56,46,0.23,10.11,36.81
63.52,32,12.5,0,225,28.16,44,0.23,10.41,38.01
62.72,33,12.5,2,233,27.56,45,0.23,11.47,38.11
72.37,38,15,1,204,25.75,35,0.23,10.71,38.72
67.94,44,15,2,196,25.75,24,0.23,9.76,35.4
73.89,46,10,1,208,22.74,20,0.23,11.11,35.8
74.54,37,12.5,0,191,22.74,25,0.23,12.12,40.02
60.63,38,20,0,223,23.04,24,0.23,11.47,38.01
67.7,44,12.5,0,218,23.64,24,0.23,11.67,38.82
66.17,34,10,0,224,22.54,12,0.23,14.08,39.22
67.54,37,15,0,217,27.46,15,0.23,12.72,42.23
65.85,38,15,0,210,32.28,14,0.23,10.11,38.92
71.72,33,12.5,0,218,33.59,17,0.23,10.81,40.02
68.83,32,17.5,0,212,32.48,13,0.23,11.01,40.93
71.16,33,17.5,0,211,34.39,11,0.23,10.36,40.12
65.69,32,12.5,0,212,30.37,13,0.23,11.52,40.93
61.91,29,17.5,0,223,33.39,10,0.23,13.02,38.01
59.26,29,15,0,209,37.31,9,0.23,12.57,38.21
58.46,30,15,0,219,30.88,11,0.23,12.82,38.21
57.09,26,12.5,0,216,33.09,20,0.23,15.03,39.42
54.6,23,10,0,202,26.25,21,0.23,13.53,39.22
49.69,21,15,0,157,27.26,24,0.23,13.38,39.72
45.99,20,7.5,0,131,28.36,28,0.23,13.22,35.7
41.17,17,10,0,139,26.76,30,0.23,12.82,29.47
33.45,16,10,0,123,24.34,34,0.23,13.22,28.57
30.88,18,12.5,0,127,24.44,35,0.23,13.68,28.77
30.32,17,10,0,123,25.05,40,0.23,15.03,26.35
30.64,17,7.5,1,101,25.75,52,0.23,15.64,23.04
29.19,16,10,4,111,25.35,65,0.23,14.43,22.64
29.59,17,10,8,101,25.45,64,0.23,13.28,21.03
29.27,16,10,14,104,28.67,70,0.23,15.59,20.53
27.58,17,7.5,16,105,28.26,83,0.23,16.59,20.22
25.49,16,10,22,99,27.16,93,0.23,13.63,19.82
25.17,16,7.5,26,109,26.45,95,0.23,12.42,23.64
26.38,17,10,33,99,31.08,103,0.23,15.03,23.64
26.06,17,7.5,38,101,29.97,106,0.23,15.39,24.65
27.58,16,10,39,110,29.27,105,0.23,14.38,21.23
27.42,16,7.5,46,100,31.38,104,0.23,14.73,22.54
25.97,16,10,47,103,32.79,104,0.23,15.18,18.41
25.57,16,7.5,47,105,31.98,99,0.23,14.68,21.13
22.12,15,7.5,48,101,31.88,97,0.23,15.29,19.62
20.99,16,10,49,106,31.18,101,0.23,15.59,22.33
23.64,16,7.5,48,105,31.28,47,0.23,14.03,24.04
22.12,15,10,45,93,31.58,45,0.23,13.43,21.73
21.87,16,7.5,43,89,31.28,43,0.23,13.88,18.31
21.71,15,10,42,96,30.68,41,0.23,14.78,12.69
20.67,16,10,43,82,30.58,41,0.23,18.65,12.49
21.31,15,10,41,80,29.57,40,0.23,18,15.2
20.99,16,7.5,40,83,29.97,41,0.23,15.99,15
20.99,16,10,42,90,32.89,40,0.23,15.69,15.1
20.43,15,10,42,82,32.08,42,0.23,15.99,14.9
22.12,16,10,42,82,31.08,40,0.23,16.89,14.9
23.32,16,10,41,82,30.78,34,0.23,14.58,14.8
20.35,15,10,42,89,31.68,33,0.23,13.73,15.7
23.08,15,10,41,83,32.89,36,0.23,13.02,15.5
21.63,16,10,41,83,28.97,42,0.23,13.17,15.1
21.15,15,10,41,82,24.04,40,0.23,12.62,14.6
20.19,16,10,43,80,24.34,41,0.23,13.02,15
20.27,15,10,41,84,24.95,41,0.23,13.12,14.8
20.51,16,10,42,86,23.94,41,0.23,13.22,15
20.51,15,10,42,84,22.84,43,0.23,13.02,15
21.79,15,10,41,79,24.65,40,0.23,13.22,14.7
20.75,16,10,41,79,24.24,40,0.23,12.62,14.7
20.35,15,10,43,81,24.55,40,0.23,12.17,15.8
20.51,16,10,42,83,24.24,39,0.23,11.37,16.2
21.31,15,12.5,41,85,24.34,34,0.23,11.72,16.3
20.11,16,10,42,78,23.24,32,0.23,10.86,15.6
21.87,15,10,42,82,23.54,39,0.23,9.91,14.6
21.39,15,12.5,40,83,23.34,39,0.23,9.05,15
20.11,16,10,43,79,24.65,40,0.23,9.51,14.8
21.15,16,10,41,80,24.34,41,0.23,9.26,14.8
21.39,15,12.5,42,96,24.24,39,0.23,8.9,14.5
21.55,15,10,42,86,23.84,40,0.23,9.81,14.6
22.6,16,10,41,87,23.34,40,0.23,10.41,14.29
20.27,15,10,43,88,23.94,42,0.23,10.21,12.28
20.27,15,10,41,92,24.44,110,0.23,10.26,5.75
28.95,16,12.5,38,92,25.85,104,0.23,10.11,6.46
29.99,16,12.5,41,96,25.25,100,0.23,9.2,5.35
32,15,10,39,95,27.56,98,0.23,10.36,5.95
35.62,16,17.5,42,107,24.44,96,0.23,10.26,8.97
39.64,16,22.5,51,125,37.21,90,0.23,9.86,9.47
35.62,31,22.5,64,160,24.04,83,0.23,11.16,9.87
39,33,22.5,54,144,21.83,78,0.23,11.82,14.9
49.93,36,17.5,54,161,23.94,83,0.23,10.16,21.93
52.91,39,20,41,189,23.54,86,0.23,10.36,24.85
65.85,38,15,40,210,27.76,103,0.23,10.36,28.06
70.6,39,10,40,222,25.05,86,0.23,10.56,33.49
59.5,47,15,44,234,23.14,78,0.23,10.76,33.49
63.36,42,17.5,24,233,22.43,76,0.23,11.82,33.79
61.03,45,15,32,229,19.92,72,0.23,11.47,32.48
72.85,58,15,34,234,22.13,63,0.23,10.76,33.89
103.32,43,15,37,222,27.26,49,0.23,9.15,32.38
87.16,39,15,34,221,28.57,40,0.23,10.21,32.99
77.99,39,12.5,48,249,33.79,92,0.23,11.77,33.99
79.36,40,20,35,241,30.68,71,0.23,11.01,35.2
70.36,41,12.5,14,232,29.87,81,0.23,11.72,34.49
72.2,34,15,17,243,22.03,27,0.23,10.56,33.39
69.55,36,15,13,234,23.84,29,0.23,11.11,37.61
75.34,38,12.5,0,221,24.14,48,0.23,10.51,36.1
74.54,40,12.5,0,216,21.63,36,0.23,10.96,36.91
68.91,33,10,0,194,22.94,35,0.23,11.72,35.6
65.93,35,10,0,193,29.77,26,0.23,11.11,36.1
64.49,37,10,0,196,20.12,17,0.23,11.21,36.4
68.18,36,12.5,0,194,24.65,12,0.23,10.61,39.32
64.97,40,10,0,185,22.23,3,0.23,10.81,40.63
66.26,36,12.5,0,184,22.43,3,0.23,11.47,41.03
64.08,36,12.5,0,186,22.94,1,0.23,12.92,39.32
65.53,32,12.5,0,176,28.67,3,0.23,20.26,37.01
63.28,30,12.5,0,195,28.97,3,0.23,13.83,37.41
63.28,29,17.5,0,197,28.26,3,0.23,13.48,38.41
62.48,26,10,0,178,32.48,4,0.23,12.82,38.82
58.3,26,15,0,186,26.05,3,0.23,12.62,40.83
54.52,26,12.5,0,183,33.39,2,0.23,13.78,38.21
54.44,28,12.5,0,186,26.45,7,0.23,14.43,38.62
52.51,27,10,0,185,36.4,25,0.23,15.39,37.71
51.94,27,12.5,0,178,33.69,15,0.23,15.34,37.71
53.23,26,10,0,176,36.61,49,0.23,15.74,37.21
50.9,27,15,0,166,33.49,62,0.23,12.82,37.61
50.82,28,10,0,160,30.37,17,0.23,13.58,34.8
46.72,28,10,0,157,32.89,58,0.23,15.74,29.37
40.53,25,7.5,0,145,32.28,85,0.23,13.58,27.36
38.52,25,10,0,137,29.97,75,0.23,15.18,29.47
38.44,24,7.5,0,130,23.24,35,0.23,14.43,28.46
39.96,24,7.5,1,116,24.85,42,0.23,14.93,25.55
37.23,23,7.5,4,113,23.54,56,0.23,24.78,24.24
36.11,21,7.5,8,121,29.97,78,0.23,22.57,22.94
34.74,18,5,15,116,29.97,93,0.23,17.3,22.94
34.18,18,7.5,17,110,29.27,90,0.23,15.94,20.02
36.11,17,7.5,24,124,28.16,87,0.23,16.69,22.43
34.58,17,5,26,112,29.87,91,0.23,19.1,20.73
29.43,17,7.5,31,113,27.46,91,0.23,15.34,20.02
24.45,17,7.5,34,121,29.97,96,0.23,17.9,21.03
26.06,16,5,37,111,28.06,101,0.23,16.69,23.44
25.25,14,7.5,39,111,28.97,98,0.23,15.89,21.93
24.29,13,7.5,41,116,29.07,93,0.23,17.4,21.43
23.48,12,5,41,104,29.57,92,0.23,24.83,19.12
21.79,12,7.5,43,100,28.67,102,0.23,21.77,13.79
22.36,12,7.5,44,96,31.88,104,0.23,16.84,13.39
23.72,12,5,45,99,30.68,104,0.23,16.59,16
24.21,12,7.5,43,94,32.08,105,0.23,18.85,22.13
24.77,12,7.5,41,90,32.08,44,0.23,19.25,15.3
22.68,12,7.5,41,89,31.98,43,0.23,21.01,11.18
21.87,12,7.5,41,86,29.37,44,0.23,20.31,12.59
22.28,12,5,42,88,30.78,41,0.23,19.41,15.2
20.51,12,7.5,43,91,29.67,41,0.23,17.24,14.6
21.07,12,7.5,43,81,30.58,40,0.23,16.34,14.6
21.71,12,10,41,81,29.37,35,0.23,16.89,15
21.23,12,5,42,77,31.28,33,0.23,14.88,15.8
22.12,12,7.5,42,83,30.27,36,0.23,15.74,15.7
20.59,12,7.5,41,86,30.58,40,0.23,13.68,15.4
20.91,12,7.5,42,81,30.47,41,0.23,13.17,15.6
23.64,12,7.5,41,80,30.17,40,0.23,12.42,15.9
21.87,12,7.5,42,83,29.97,41,0.23,12.17,15.6
21.07,12,7.5,41,80,28.87,41,0.23,12.17,15.7
20.51,12,7.5,40,81,29.87,41,0.23,11.97,15.5
22.92,12,7.5,42,89,28.67,41,0.23,11.06,15.6
22.12,12,7.5,42,82,30.27,42,0.23,11.06,15.7
21.47,12,7.5,41,82,29.57,40,0.23,10.96,15.9
20.35,13,7.5,42,81,29.87,38,0.23,9.61,15.9
20.99,11,7.5,41,81,29.37,32,0.23,9.15,15.5
20.51,13,7.5,41,83,27.76,35,0.23,9.1,15.6
20.75,12,7.5,42,88,28.57,40,0.23,9.71,15.5
20.75,12,7.5,42,78,24.24,41,0.23,11.62,15.5
21.23,12,7.5,42,83,24.95,41,0.23,9.96,15.5
22.6,12,7.5,40,81,22.94,40,0.23,9.51,16
20.67,12,7.5,42,81,25.75,40,0.23,9.36,15.6
21.47,12,7.5,41,86,23.04,40,0.23,8.6,15.2
21.63,12,7.5,42,94,25.25,43,0.23,9,15.1
21.15,12,10,42,88,23.24,43,0.23,9.36,15.4
20.27,12,5,41,87,24.75,42,0.23,9.15,15
20.91,12,7.5,42,85,23.74,42,0.23,9.26,13.19
21.39,12,7.5,40,88,24.65,102,0.23,9.36,6.66
23.64,12,10,39,99,24.95,104,0.23,10.61,6.96
23.88,13,7.5,41,88,22.43,104,0.23,9.61,6.46
32.09,12,10,41,93,27.16,104,0.23,9.46,10.48
34.9,12,15,37,100,23.64,105,0.23,9,13.59
31.52,30,20,40,114,37.41,98,0.23,8.6,12.28
32.81,29,20,48,126,25.75,91,0.23,8.2,13.29
35.22,32,22.5,56,140,25.05,92,0.23,8.3,16.4
42.86,32,15,56,165,24.75,92,0.23,8.55,22.03
50.66,35,17.5,49,175,26.76,92,0.23,8.8,32.28
51.3,35,15,54,205,23.94,90,0.23,10.16,31.98
63.2,35,12.5,51,213,28.16,89,0.23,9.96,31.08
56.69,32,15,47,230,25.75,88,0.23,10.16,31.68
64.25,39,15,40,221,26.15,84,0.23,10.46,30.27
81.85,35,15,37,228,21.43,74,0.23,9.26,36.91
83.3,34,15,29,242,20.93,66,0.23,9.76,35.1
72.04,34,10,26,218,23.24,61,0.23,11.82,37.71
64.16,34,12.5,18,220,19.02,58,0.23,13.73,36.91
88.28,35,22.5,19,238,20.93,54,0.23,12.22,37.81
81.53,33,12.5,15,226,19.62,53,0.23,11.87,40.12
74.7,31,12.5,12,243,20.53,46,0.23,10.61,40.63
74.46,31,15,5,241,24.04,50,0.23,11.72,38.41
71.72,30,15,5,222,28.67,50,0.23,13.33,36.5
76.79,28,12.5,2,234,25.35,51,0.23,11.77,38.92
62.96,33,10,0,223,24.44,49,0.23,13.07,36.91
80.65,32,10,0,205,27.36,41,0.23,12.32,35.1
76.14,31,10,0,212,24.24,34,0.23,11.67,35.7
65.05,30,12.5,0,208,21.93,29,0.23,10.86,35.9
75.42,30,15,0,209,21.93,26,0.23,11.67,36.1
86.03,26,12.5,0,227,20.32,15,0.23,14.43,37.31
75.1,25,12.5,0,228,21.53,12,0.23,15.54,37.81
80.65,24,12.5,0,215,28.97,5,0.23,12.07,38.01
73.89,22,10,0,224,27.66,9,0.23,13.17,37.01
71.08,21,10,0,230,22.74,10,0.23,14.08,37.41
69.63,21,12.5,0,217,28.97,7,0.23,11.87,37.41
66.34,21,10,0,205,24.55,9,0.23,16.14,34.8
66.09,21,7.5,0,215,30.88,13,0.23,18.8,35
63.84,22,10,0,217,27.16,9,0.23,21.32,36.5
57.81,21,10,0,221,28.46,14,0.23,19.41,36.4
56.77,19,12.5,0,216,26.96,13,0.23,15.69,34.29
56.93,16,10,0,217,32.38,10,0.23,13.28,35.4
55.24,16,15,1,207,29.77,12,0.23,13.12,34.6
55,13,10,0,176,25.95,21,0.23,15.89,35.5
52.75,14,10,0,155,27.96,32,0.23,15.84,31.98
44.23,14,10,0,151,27.56,31,0.23,16.99,27.96
41.41,14,10,1,124,21.93,35,0.23,13.88,24.85
41.73,14,7.5,3,117,21.23,38,0.23,12.92,22.03
36.11,12,7.5,2,117,22.43,40,0.23,12.57,22.74
33.21,14,7.5,2,108,20.93,45,0.23,12.32,22.03
29.75,14,7.5,9,98,22.84,50,0.23,15.39,22.84
30.16,13,7.5,11,112,23.24,53,0.23,16.09,22.43
29.75,13,5,15,99,24.24,56,0.23,13.88,23.14
30.24,13,7.5,20,107,25.35,62,0.23,16.24,21.83
29.11,13,5,24,112,24.44,68,0.23,15.79,21.73
29.35,13,7.5,27,115,27.26,71,0.23,18.9,21.53
27.74,13,7.5,32,113,25.85,74,0.23,16.79,22.33
26.54,12,5,36,109,28.16,74,0.23,14.88,20.63
24.53,13,7.5,38,116,27.06,78,0.23,16.99,18.01
25.09,13,5,41,108,28.57,89,0.23,19.91,20.32
