0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.8192052081920521,0.0,0.0,0.0,0.1807947918079479,0.0
0.0,0.0,0.0,0.0,0.9818628119459976,0.0,0.0,0.0,0.01813718805400244,0.0
0.0,0.0,0.0,0.0,0.9786103732699567,0.0,0.0,0.0,0.0213896267300433,0.0
0.0,0.0,0.0,0.0,0.7915694082109022,0.0,0.0,0.0,0.2084305917890979,0.0
0.0,0.0,0.0,0.0,0.8133802816901409,0.0,0.0,0.0,0.18661971830985913,0.0
0.0,0.0,0.0,0.0,0.9663754302356367,0.0,0.0,0.0,0.03362456976436323,0.0
0.0,0.0,0.0,0.0,0.7850960238030835,0.0,0.0,0.0,0.21490397619691642,0.0
0.0,0.0,0.0,0.0,0.8431897243778432,0.0,0.0,0.0,0.15681027562215683,0.0
0.0,0.0,0.0,0.0,0.9498157074000566,0.0,0.0,0.0,0.05018429259994328,0.0
0.40013937282229967,0.1254355400696864,0.06968641114982578,0.0,0.023972125435540115,0.08013937282229965,0.0,0.003205574912891973,0.19763066202090593,0.09979094076655053
0.0,0.0,0.0,0.0,0.9237228831350595,0.0,0.0,0.0,0.07627711686494054,0.0
0.0,0.0,0.0,0.0,0.805457507466739,0.0,0.0,0.0,0.19454249253326095,0.0
0.0,0.0,0.0,0.0,0.8919338159255429,0.0,0.0,0.0,0.10806618407445712,0.0
0.0,0.0,0.0,0.0,0.7975190076030412,0.0,0.0,0.0,0.20248099239695877,0.0
0.0,0.0,0.0,0.0,0.8008272750062673,0.0,0.0,0.0,0.19917272499373276,0.0
0.0,0.0,0.0,0.0,0.842873317398415,0.0,0.0,0.0,0.15712668260158502,0.0
0.0,0.0,0.0,0.0,0.6330909524377161,0.16557396590773632,0.0,0.0,0.20133508165454764,0.0
0.0,0.0,0.0,0.0,0.7961399276236429,0.0,0.0,0.0,0.20386007237635706,0.0
0.0,0.0,0.0,0.0,0.7791287923503718,0.1972612442450714,0.0,0.0,0.0236099634045569,0.0
0.0,0.0,0.0,0.0,0.7033762057877814,0.08852491961414788,0.0,0.0,0.20809887459807075,0.0
0.0,0.0,0.0,0.17396081303790548,0.6409082585607032,0.17597509613623877,0.0,0.0,0.00915583226515268,0.0
0.0,0.0,0.0,0.19773787866803763,0.5457565451237839,0.16950090959424186,0.0,0.0,0.08700466661393655,0.0
0.23001524722282723,0.06534524068830319,0.0,0.0,0.5009801786103245,0.15051187105205835,0.0,0.0016699339287010817,0.011181296739998708,0.04029623175778697
0.0,0.058731401722787784,0.048942834768989814,2.7755575615628914e-17,0.4829026363873662,0.15165753067084312,0.1631427825632994,0.0015009135995823545,0.05559906029757244,0.03752283998955886
0.0,0.0,0.0,0.2315886984715146,0.47641103685568825,0.10110500893270591,0.15218685899556675,0.0,0.0,0.03870839674452458
0.0,0.05915604048902327,0.04929670040751939,0.22347837518075458,0.4732483239121862,0.1520967529906665,0.0034179045615880393,0.0015117654791639281,0.0,0.037794136979098204
