Tot Inj
140.8
138.6
137.1
136.1
137.2
136.2
126.1
115.2
108.1
99
94
86
76
70
62
51
38
33
24
11
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
6
11
19
29
39
48
55.1
69.4
75
76.7
102.3
107.5
98.5
109.4
120.6
125.6
139.3
140.2
144
136
138.5
132.2
139.5
147.1
146
130.5
121.8
116.5
116
112.4
93
65
56
56
49
40
24
14
13
11
6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
4
3
10
25
17
27
19
22
32
29
21
38
34
35
27
30
18
21
17
16
14
11
14
4
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
2
6
8
17
24
26
31
39
38
34
27
28
29
36
38
32
25
24
27
24
18
16
13
14
10
7
5
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
6
7
11
13
12
18
20
23
21
20
21
22
22
18
14
20
21
20
15
17
16
11
13
8
6
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
15
23
35
45
56
69.3
82.7
89
89.7
100.1
105
112.5
118.6
120.9
124.3
125.2
131.5
131.4
141.9
140.6
132.9
132.9
130.2
126.3
120.3
116.9
111.7
107.1
97
90
88
82
68
58
46
37
25
12
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
6
8
13
21
20
23
21
21
21
20
20
23
22
24
23
24
21
21
18
17
15
11
10
6
3
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
3
2
6
4
5
6
15
16
19
17
21
19
16
20
17
19
19
18
15
17
15
14
14
16
15
14
10
6
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
0
5
16
8
11
16
17
18
24
27
27
24
28
28
28
27
24
25
26
23
20
20
17
16
12
11
5
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
8
15
16
14
14
17
18
15
13
11
11
12
10
14
8
10
7
8
8
3
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
4
7
5
11
14
16
21
19
23
17
18
21
21
26
25
28
23
20
18
16
20
16
16
16
6
8
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5
12
15
19
29
37
48
56
62.3
71.3
78.7
88.1
98
105
64.9
53.6
52.4
60.9
62.4
64.1
58.9
68.1
54.6
67
50
65.1
37.4
41.3
43
37.1
29
24
23
12
15
4
5
11
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
4
8
27
40
48.1
57.1
62.6
69.4
78.8
84
88.8
92.1
96.3
95.5
91.8
96.8
101.7
88.2
59
81.5
72.3
113.2
100.4
95.3
84.1
86
59
69
59
57
54
9
16
8
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
5
6
7
14
11
12
15
13
14
15
15
11
13
17
19
25
17
14
11
9
7
5
3
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
2
4
9
6
12
14
20
19
20
23
23
23
