Time,1,2,3,4,5,6,7
1,0.6311813353909941,2.33635324771386,3.0358943068779105,6.582490686038319,2.2966386400670196,2.047418983182623,0.6449879602118361
2,0.6311813353909941,2.5086477079507095,3.703495111496408,7.900414789910149,2.798274874122119,2.5043271147820105,0.6311813353909941
3,0.6311813353909941,2.33635324771386,3.778447786460749,7.924909946766762,2.807598368701238,2.5128192854007194,0.6362096561746591
4,0.6311813353909941,2.471955285298021,4.395717090427368,9.151842657083472,3.274600908858244,2.9381818162339064,1.4633528932597721
5,0.6311813353909941,2.644249745534871,5.0633178950458655,10.469766760955302,3.776237142913343,3.3950899478332937,1.452455599230536
6,0.6311813353909941,2.3925804102368993,3.685663412229945,7.572997506124111,2.5949081383751498,2.2327909794084544,0.6311813353909939
7,0.6311813353909941,2.2602348350598604,3.7338122713846014,7.645893464209999,2.620499961183354,2.2537398362015506,0.6311813353909942
8,0.6311813353909941,2.1345304456754164,3.1030319991767943,6.497350613067014,2.182087426692627,1.8530511519794994,0.6892256160284104
9,0.6311813353909941,2.0221340874173426,2.7539145930938025,5.863595055838295,1.940466717567527,1.632539475813392,0.7012150957880471
10,0.6311813353909941,2.2138355440913706,3.6709939269651355,7.588926150648434,2.6074338357690467,2.2512830984042056,0.631181335390994
11,0.6311813353909941,2.136178381826234,3.413935145403686,7.098094566825858,2.433536227905534,2.107057498803204,0.8243125493862831
12,0.6311813353909941,2.374444316257927,3.5262070140625186,7.477606660695962,2.5879661271427192,2.2586533121971244,0.6311813353909941
13,0.6311813353909941,2.332585275958275,3.259152671478892,7.0444365150631185,2.4332947708960218,2.1289572409063413,0.7071265322469265
14,0.6311813353909941,2.327502805273941,3.344836408025931,7.1511618030616395,2.4808335683070206,2.179837609151569,0.8674065659732634
15,0.6311813353909941,2.5325882427339224,4.154686351150477,8.755666066360497,3.096028304543163,2.7450874409704387,0.6311813353909939
16,0.6311813353909941,2.3508486165070677,3.280822008969571,7.02925752612044,2.4300116812169597,2.1287007780012566,0.7026106810366184
17,0.6311813353909941,2.2167791060928,2.8523895182349386,6.222587820884689,2.1046608116595733,1.8122903783612865,0.6592719887982446
18,0.6311813353909941,2.2789768667398174,3.20767439507064,6.816107877811165,2.323143406425176,2.003152557821532,0.631181335390994
19,0.6311813353909941,2.154517717731111,3.215036717691447,6.822343002937396,2.324439517709942,2.003152557821532,0.631181335390994
20,0.6311813353909941,2.244940628857296,3.255127697369144,6.871362629162142,2.33952609380419,2.0129795100131225,0.6311813353909942
21,0.6311813353909941,2.1001427718579313,2.54151886844863,5.555950430006494,1.8349909314825115,1.5492058274593932,0.6504175315256242
22,0.6311813353909941,2.0964452019000426,2.896296045602003,6.175734737234621,2.067608868554263,1.7574787556375306,0.6311813353909941
23,0.6311813353909941,2.178528493721459,3.3014471354916433,6.895523681600185,2.339651771120905,2.0031525578215326,0.6311813353909942
24,0.6311813353909941,2.2888750571156105,3.311179263634884,6.907532466061237,2.3433722532000365,2.0056092960197613,0.6311813353909941
25,0.6311813353909941,2.5276770390146748,4.633014429182566,9.691846144574086,3.48014029845253,3.125394405943461,0.851235107473024
26,0.6311813353909941,2.4486441837478807,4.093341850393593,8.605196041924163,3.0665329718792638,2.7486661355935738,0.636209656174659
27,0.6311813353909941,2.411104332494479,4.0437239786076145,8.62645498218102,3.074624678146053,2.7560363495869353,0.636209656174659
28,0.6311813353909941,2.471955285298021,4.558456191797302,9.44604921615228,3.386583586686207,3.0401796238568912,1.2357233236925653
29,0.6311813353909941,2.644249745534871,5.2260569964157995,10.76397332002411,3.8882198207413063,3.497087755456279,1.3673832399949273
30,0.6311813353909941,2.3639401797879147,3.724159552526165,7.616899789388981,2.6077067739203774,2.240161193602258,0.6311813353909942
