,Collectief,KWEA,Penta,Vegitec,LAGO,PTI,QUBUS
115,139.742386,287.6970628,104.0743965,50.09266629,473.1042631,622.1475393,41.6297586
116,136.6292655,281.287872,101.755872,48.97672351,721.9129818,608.2876053,40.7023488
117,135.2456557,278.4393412,100.7254162,48.48074868,598.1214518,602.1276312,40.29016648
118,136.6292655,281.287872,101.755872,48.97672351,355.4410267,608.2876053,40.7023488
119,137.7534478,283.6023018,102.5931169,49.37970282,718.2360057,613.292581,41.03724676
120,0,65.43833761,0,0,227.9725206,77.07373611,0
121,0,65.43833761,0,0,594.4444758,77.07373611,0
122,0,65.43833761,0,0,595.6701344,77.07373611,0
123,0,65.43833761,0,0,717.010347,77.07373611,0
124,0,65.43833761,0,0,598.1214518,77.07373611,0
125,131.3542563,270.4278551,97.82726153,47.08582064,474.3299219,584.802719,39.13090461
126,131.4407318,270.6058882,97.89166498,47.11681905,227.9725206,585.1877171,39.15666599
127,132.5649141,272.920318,98.72890984,47.51979835,471.8786044,590.1926929,39.49156394
128,128.8464641,265.2648945,95.9595608,46.18686651,230.423838,573.6377693,38.38382432
129,125.6468692,258.6776729,93.57663376,45.03992573,719.4616644,559.3928421,37.4306535
130,118.9017736,244.7910903,88.5531633,42.62204931,595.6701344,529.3629799,35.42126532
131,116.2210321,239.2720671,86.55665697,41.66109898,229.1981793,517.4280415,34.62266279
132,110.9460271,228.4120592,82.62804968,39.77019766,229.1981793,493.9431746,33.05121987
133,108.2652795,222.8930235,80.63153883,38.80924516,839.5762183,482.0082093,32.25261553
134,111.1189783,228.7681253,82.75685658,39.83219447,349.3127331,494.7131708,33.10274263
135,112.9349599,232.5068089,84.10932519,40.48315918,842.0275357,502.7981086,33.64373008
136,128.0681849,263.6625987,95.37993039,45.90788115,230.423838,570.1727899,38.15197216
137,128.4140872,264.374731,95.63754419,46.03187478,719.4616644,571.7127824,38.25501768
138,133.3431942,274.5226156,99.3085409,47.79878402,598.1214518,593.6576761,39.72341636
139,139.4829591,287.1629631,103.8811859,49.99967097,845.7045119,620.9925437,41.55247436
140,144.3255905,297.1328147,107.4877792,51.7355818,719.4616644,642.5524392,42.99511168
141,147.0928085,302.8298727,109.5486896,52.72753084,473.1042631,654.8723795,43.81947584
142,157.2969248,323.8377743,117.1482968,56.38534296,227.9725206,700.3021595,46.85931872
143,159.7182405,328.8227001,118.9515934,57.25329838,352.9897093,711.0821073,47.58063736
144,0,65.43833761,0,0,227.9725206,77.07373611,0
145,0,65.43833761,0,0,475.5555806,77.07373611,0
146,0,65.43833761,0,0,226.7468619,77.07373611,0
147,0,65.43833761,0,0,721.9129818,77.07373611,0
148,0,65.43833761,0,0,719.4616644,77.07373611,0
149,154.7891338,318.6748161,115.280597,55.48638926,478.006898,689.1372151,46.1122388
150,152.4542928,313.8679216,113.5417032,54.64943194,227.9725206,678.7422616,45.41668128
151,150.9842088,310.8413606,112.4468449,54.1224592,226.7468619,672.1972956,44.97873796
152,146.3145284,301.2275751,108.9690585,52.44854516,721.9129818,651.4073962,43.5876234
153,139.742386,287.6970628,104.0743965,50.09266629,227.9725206,622.1475393,41.6297586
154,131.1813051,270.071789,97.69845462,47.02382383,843.2531944,584.0327228,39.07938185
155,129.6247459,266.8671956,96.53919315,46.4658528,476.7812393,577.1027601,38.61567726
156,129.5382677,266.6891573,96.47478777,46.43485346,842.0275357,576.7177504,38.58991511
157,132.6513897,273.0983511,98.79331329,47.55079676,349.3127331,590.577691,39.51732532
158,133.1702431,274.1665495,99.17973399,47.73678721,474.3299219,592.8876798,39.6718936
159,131.7001585,271.1399874,98.08487533,47.20981427,720.6873231,586.3427116,39.23395013
160,130.0571228,267.7573591,96.86120976,46.62084453,475.5555806,579.0277469,38.7444839
161,131.6136829,270.9619543,98.02047188,47.17881587,351.7640505,585.9577134,39.20818875
162,130.4030251,268.4694915,97.11882356,46.74483816,718.2360057,580.5677395,38.84752942
163,128.4140872,264.374731,95.63754419,46.03187478,355.4410267,571.7127824,38.25501768
164,125.1280167,257.6094763,93.1902137,44.8539356,352.9897093,557.0828572,37.27608548
165,122.6202254,252.4465175,91.32251362,43.95498177,352.9897093,545.9179113,36.52900545
166,121.7554706,250.6661886,90.67847976,43.644998,718.2360057,542.0679337,36.2713919
167,118.7288225,244.4350243,88.4243564,42.56005249,230.423838,528.5929836,35.36974256
168,0,65.43833761,0,0,478.006898,77.07373611,0
169,0,65.43833761,0,0,355.4410267,77.07373611,0
170,0,65.43833761,0,0,717.010347,77.07373611,0
171,0,65.43833761,0,0,721.9129818,77.07373611,0
172,0,65.43833761,0,0,476.7812393,77.07373611,0
173,116.1345582,239.0940376,86.4922548,41.63010119,354.215368,517.0430511,34.59690192
174,118.9882518,244.9691288,88.61756868,42.65304865,231.6494967,529.7479896,35.44702747
175,123.571454,254.4048758,92.03094965,44.29596333,354.215368,550.1528791,36.81237986
176,124.522686,256.3632413,92.73938826,44.63694612,227.9725206,554.3878625,37.0957553
177,123.9173597,255.1170152,92.28856603,44.4199582,232.8751554,551.6928871,36.91542641
178,120.2853861,247.6396265,89.58362109,43.11802507,474.3299219,535.5229654,35.83344844
179,114.6644737,236.0674755,85.39739614,41.10312826,842.0275357,510.4980828,34.15895846
180,108.3517568,223.0710601,80.69594357,38.84024419,474.3299219,482.3932151,32.27837743
181,105.1521628,216.4838403,78.31301718,37.69330372,230.423838,468.1482918,31.32520687
182,103.3361751,212.7451442,76.96054406,37.04233685,842.0275357,460.0633271,30.78421762
183,103.163224,212.3890781,76.83173716,36.98034003,226.7468619,459.2933309,30.73269486
184,103.8550285,213.8133425,77.34696477,37.22832729,719.4616644,462.373316,30.93878591
185,100.223054,206.3359521,74.64201918,35.92639386,350.5383919,446.2033905,29.85680767
186,101.6931394,209.362516,75.73687849,36.4533671,844.4788531,452.7483626,30.2947514
187,99.96363078,205.8018601,74.44881141,35.83339988,598.1214518,445.0484115,29.77952456
188,98.66649563,203.1313605,73.48275836,35.36842314,227.9725206,439.2734317,29.39310334
189,98.32059511,202.4192318,73.22514584,35.24443013,229.1981793,437.7334469,29.29005834
190,96.15870606,197.9684052,71.61505957,34.46946994,718.2360057,428.1084935,28.64602383
191,98.75296859,203.3093882,73.54715987,35.39942062,231.6494967,439.6584183,29.41886395
192,0,65.43833761,0,0,229.1981793,77.07373611,0
193,0,65.43833761,0,0,226.7468619,77.07373611,0
194,0,65.43833761,0,0,719.4616644,77.07373611,0
195,0,65.43833761,0,0,475.5555806,77.07373611,0
196,0,65.43833761,0,0,475.5555806,77.07373611,0
197,111.0324992,228.5900851,82.69245055,39.80119483,845.7045119,494.3281573,33.07698022
198,110.7730708,228.0559823,82.49923891,39.70819898,231.6494967,493.1731552,32.99969556
199,110.0812663,226.6317178,81.9840113,39.46021172,598.1214518,490.0931701,32.79360452
200,111.9837313,230.5484506,83.40088916,40.14217762,599.3471106,498.5631406,33.36035566
201,110.0812663,226.6317178,81.9840113,39.46021172,723.1386406,490.0931701,32.79360452
202,108.7841381,223.9612326,81.0179634,38.99523747,717.010347,484.3182212,32.40718536
203,108.2652795,222.8930235,80.63153883,38.80924516,478.006898,482.0082093,32.25261553
204,107.3140518,220.9346669,79.92310345,38.46826391,596.8957932,477.7732452,31.96924138
205,106.7952002,219.8664721,79.53668403,38.28227409,350.5383919,475.4632641,31.81467361
206,107.3140518,220.9346669,79.92310345,38.46826391,227.9725206,477.7732452,31.96924138
207,111.8107802,230.1923845,83.27208226,40.08018081,596.8957932,497.7931443,33.3088329
208,114.2320942,235.1773067,85.07537759,40.9481356,595.6701344,508.5730845,34.03015104
209,119.3341532,245.6812593,88.87518184,42.77704197,839.5762183,531.2879782,35.55007274
210,123.1390787,253.5147158,91.70893433,44.14097222,840.801877,548.2279001,36.68357373
211,125.4739189,258.3216085,93.4478275,44.97792923,842.0275357,558.6228497,37.379131
212,127.8952338,263.3065325,95.25112349,45.84588433,478.006898,569.4027936,38.1004494
213,130.230074,268.1134253,96.99001666,46.68284134,476.7812393,579.7977432,38.79600666
214,132.7378652,273.2763841,98.85771674,47.58179517,229.1981793,590.9626892,39.5430867
215,131.3542563,270.4278551,97.82726153,47.08582064,476.7812393,584.802719,39.13090461
216,0,65.43833761,0,0,723.1386406,77.07373611,0
217,0,65.43833761,0,0,227.9725206,77.07373611,0
218,0,65.43833761,0,0,349.3127331,77.07373611,0
219,0,65.43833761,0,0,350.5383919,77.07373611,0
220,0,65.43833761,0,0,600.5727692,77.07373611,0
221,133.2567186,274.3445825,99.24413745,47.76778561,354.215368,593.2726779,39.69765498
222,130.9218793,269.5376915,97.50524491,46.93082891,230.423838,582.8777322,39.00209796
223,131.7866341,271.3180204,98.14927878,47.24081268,354.215368,586.7277097,39.25971151
224,132.0460607,271.8521196,98.34248913,47.3338079,594.4444758,587.8827041,39.33699565
225,127.5493298,262.5943967,94.9935084,45.72189008,594.4444758,567.8627934,37.99740336
226,122.7931765,252.8025835,91.45132053,44.01697859,474.3299219,546.6879075,36.58052821
227,118.8153007,244.6130626,88.48876178,42.59105183,352.9897093,528.9779933,35.39550471
228,111.1189783,228.7681253,82.75685658,39.83219447,352.9897093,494.7131708,33.10274263
229,107.3140518,220.9346669,79.92310345,38.46826391,599.3471106,477.7732452,31.96924138
230,105.2386357,216.6618681,78.3774187,37.7243012,349.3127331,468.5332784,31.35096748
231,108.6111818,223.6051558,80.88915264,38.93323879,232.8751554,483.5482018,32.35566106
232,119.5071043,246.0373253,89.00398875,42.83903878,232.8751554,532.0579745,35.6015955
233,129.2788436,266.1550634,96.28157935,46.34185917,349.3127331,575.5627676,38.51263174
234,135.2456557,278.4393412,100.7254162,48.48074868,478.006898,602.1276312,40.29016648
235,139.1370568,286.4508309,103.6235721,49.87567734,600.5727692,619.4525512,41.44942884
236,144.8444439,298.2010131,107.8741999,51.92157225,594.4444758,644.862428,43.14967996
237,147.4387109,303.5420054,109.8063035,52.85152454,842.0275357,656.4123729,43.9225214
238,149.6870754,308.1708647,111.4807931,53.65748308,599.3471106,666.4223236,44.59231724
239,151.5030626,311.9095599,112.8332659,54.3084498,474.3299219,674.5072863,45.13330636
240,0,65.43833761,0,0,718.2360057,77.07373611,0
241,0,65.43833761,0,0,840.801877,77.07373611,0
242,0,65.43833761,0,0,474.3299219,77.07373611,0
243,0,65.43833761,0,0,231.6494967,77.07373611,0
244,0,65.43833761,0,0,600.5727692,77.07373611,0
245,149.6006,307.9928319,111.4163898,53.62648474,717.010347,666.0373262,44.56655592
246,141.5583725,291.4357567,105.4268687,50.74363276,351.7640505,630.232499,42.17074748
247,139.1370568,286.4508309,103.6235721,49.87567734,226.7468619,619.4525512,41.44942884
248,137.3210692,282.7121348,102.271099,49.22471047,600.5727692,611.3675865,40.9084396
249,132.391963,272.5642519,98.60010294,47.45780154,598.1214518,589.4226967,39.44004118
250,129.7976953,267.2232582,96.66799876,46.52784899,720.6873231,577.8727487,38.6671995
251,123.0526006,253.3366774,91.64452895,44.10997288,355.4410267,547.8428903,36.65781158
252,116.8263627,240.5183021,87.00748241,41.87808845,355.4410267,520.1230362,34.80299296
253,112.5890576,231.7946767,83.85171138,40.35916555,231.6494967,501.258116,33.54068455
254,109.6488911,225.7415579,81.66199598,39.30522061,596.8957932,488.168191,32.66479839
255,113.1943883,233.0409117,84.30253683,40.57615502,839.5762183,503.9531107,33.72101473
256,133.6890964,275.2347479,99.5661547,47.92277765,227.9725206,595.1976687,39.82646188
257,141.0395192,290.3675583,105.040448,50.55764231,842.0275357,627.9225101,42.0161792
258,145.6227238,299.8033103,108.4538308,52.20055786,355.4410267,648.3274105,43.38153232
259,151.2436351,311.3754591,112.640055,54.2154543,355.4410267,673.3522885,45.056022
260,154.4432309,317.9626825,115.0229827,55.36239538,355.4410267,687.5972194,46.00919308
261,155.7403638,320.6331774,115.989034,55.82737131,843.2531944,693.3721892,46.3956136
262,158.5075827,326.3302372,118.0499451,56.81932067,231.6494967,705.6921334,47.21997804
263,162.0530807,333.6295928,120.6904866,58.09025539,717.010347,721.4770569,48.27619464
264,0,65.43833761,0,0,354.215368,77.07373611,0
265,0,65.43833761,0,0,230.423838,77.07373611,0
266,0,65.43833761,0,0,475.5555806,77.07373611,0
267,0,65.43833761,0,0,845.7045119,77.07373611,0
268,0,65.43833761,0,0,843.2531944,77.07373611,0
269,173.9002327,358.0201225,129.5137594,62.33703725,475.5555806,774.2218013,51.80550376
270,173.9867099,358.1981592,129.5781641,62.36803627,232.8751554,774.6068072,51.83126564
271,175.1973669,360.6906203,130.4798118,62.80201367,229.1981793,779.9967772,52.19192472
272,163.8690675,337.3682872,122.0429591,58.74122195,226.7468619,729.5620177,48.81718364
273,153.2325734,315.4702202,114.1213346,54.9284178,354.215368,682.2072471,45.64853384
274,144.6714928,297.844947,107.745393,51.85957543,844.4788531,644.0924317,43.0981572
275,136.4563144,280.9318059,101.6270651,48.9147267,350.5383919,607.517609,40.65082604
276,131.8731088,271.4960517,98.21368159,47.27181078,230.423838,587.112704,39.28547264
277,126.079247,259.5678382,93.89865102,45.19491777,723.1386406,561.3178328,37.55946041
278,122.6202254,252.4465175,91.32251362,43.95498177,474.3299219,545.9179113,36.52900545
279,125.6468692,258.6776729,93.57663376,45.03992573,596.8957932,559.3928421,37.4306535
280,144.4120661,297.3108478,107.5521826,51.76658021,844.4788531,642.9374374,43.02087304
281,155.7403638,320.6331774,115.989034,55.82737131,844.4788531,693.3721892,46.3956136
282,162.5719332,334.6977894,121.0769067,58.27624552,721.9129818,723.7870418,48.43076268
283,166.1174312,341.997145,123.7174482,59.54718024,229.1981793,739.5719653,49.48697928
284,168.7981728,347.5161682,125.7139545,60.50813057,599.3471106,751.5069037,50.2855818
285,173.3813793,356.9519241,129.1273387,62.1510468,844.4788531,771.9118125,51.65093548
286,176.3215501,363.0050519,131.3170573,63.20499328,473.1042631,785.0017568,52.52682292
287,178.7428633,367.9899723,133.120352,64.07294777,596.8957932,795.781693,53.2481408
288,0,65.43833761,0,0,231.6494967,77.07373611,0
289,0,65.43833761,0,0,594.4444758,77.07373611,0
290,0,65.43833761,0,0,595.6701344,77.07373611,0
291,0,65.43833761,0,0,595.6701344,77.07373611,0
292,0,65.43833761,0,0,232.8751554,77.07373611,0
293,183.3260698,377.4257283,136.5337362,65.715864,226.7468619,816.1866019,54.61349448
294,182.3748377,375.4673628,135.8252976,65.3748812,478.006898,811.9516185,54.33011904
295,182.3748377,375.4673628,135.8252976,65.3748812,839.5762183,811.9516185,54.33011904
296,176.7539253,363.8952119,131.6390726,63.35998439,355.4410267,786.926736,52.65562904
297,159.5452894,328.4666339,118.8227865,57.19130156,230.423838,710.312111,47.5291146
298,147.6116619,303.8980712,109.9351103,52.9135213,842.0275357,657.1823684,43.97404412
299,138.2723012,284.6705003,102.9795376,49.56569326,719.4616644,615.6025698,41.19181504
300,128.1546605,263.8406317,95.44433384,45.93887956,354.215368,570.557788,38.17773354
301,121.3230911,249.7760197,90.35646122,43.49000535,844.4788531,540.1429354,36.14258449
302,117.9505459,242.8327338,87.84472792,42.28106806,843.2531944,525.1280158,35.13789117
303,124.6956371,256.7193075,92.86819516,44.69894294,355.4410267,555.1578587,37.14727806
304,144.7579683,298.02298,107.8097964,51.89057384,600.5727692,644.4774299,43.12391856
305,151.8489644,312.6216913,113.0908794,54.43244328,474.3299219,676.047277,45.23635176
306,155.7403638,320.6331774,115.989034,55.82737131,845.7045119,693.3721892,46.3956136
307,159.5452894,328.4666339,118.8227865,57.19130156,476.7812393,710.312111,47.5291146
308,164.9932515,339.6827206,122.8802052,59.14420187,599.3471106,734.5670012,49.15208208
309,169.2305523,348.4063371,126.035973,60.66312323,723.1386406,753.4319021,50.4143892
310,170.0953071,350.1866659,126.6800069,60.973107,352.9897093,757.2818796,50.67200276
311,172.4301472,354.9935587,128.4189001,61.81006401,718.2360057,767.6768292,51.36756004
312,0,65.43833761,0,0,226.7468619,77.07373611,0
313,0,65.43833761,0,0,840.801877,77.07373611,0
314,0,65.43833761,0,0,352.9897093,77.07373611,0
315,0,65.43833761,0,0,473.1042631,77.07373611,0
316,0,65.43833761,0,0,596.8957932,77.07373611,0
317,181.510083,373.6870339,135.1812637,65.06489744,227.9725206,808.1016411,54.07250548
318,183.2395925,377.2476917,136.4693314,65.68486497,842.0275357,815.8015961,54.58773256
319,182.5477888,375.823429,135.9541045,65.43687802,842.0275357,812.7216148,54.3816418
320,175.8891706,362.114883,130.9950388,63.05000062,595.6701344,783.0767584,52.39801552
321,159.0264369,327.3984374,118.4363665,57.00531143,843.2531944,708.002126,47.3745466
322,145.5362483,299.6252774,108.3894274,52.16955948,226.7468619,647.9424127,43.35577096
323,131.2677807,270.249822,97.76285807,47.05482224,229.1981793,584.4177208,39.10514323
324,120.0259568,247.105522,89.39040881,43.02502892,596.8957932,534.3679595,35.75616352
325,111.4648805,229.4802576,83.01447038,39.9561881,718.2360057,496.2531634,33.20578815
326,105.4115869,217.0179341,78.5062256,37.78629801,478.006898,469.3032747,31.40249024
327,97.02345909,199.7487306,72.25909214,34.77945308,475.5555806,431.9584633,28.90363686
328,115.7021787,238.2038688,86.17023626,41.47510853,351.7640505,515.1180527,34.4680945
329,146.0551017,300.6934758,108.7758481,52.35554993,720.6873231,650.2524015,43.51033924
330,152.6272448,314.2239895,113.6705107,54.71142907,476.7812393,679.5122617,45.46820428
331,159.631765,328.644667,118.88719,57.22229997,845.7045119,710.6971091,47.554876
332,164.3014444,338.2584507,122.3649757,58.89621368,599.3471106,731.4870045,48.94599028
333,165.5121049,340.7509189,123.2666259,59.33019232,594.4444758,736.87699,49.30665036
334,166.5498108,342.8873139,124.0394667,59.7021729,227.9725206,741.4969637,49.61578668
335,167.0686633,343.9555105,124.4258868,59.88816304,720.6873231,743.8069487,49.77035472
336,0,65.43833761,0,0,475.5555806,77.07373611,0
337,0,65.43833761,0,0,594.4444758,77.07373611,0
338,0,65.43833761,0,0,227.9725206,77.07373611,0
339,0,65.43833761,0,0,351.7640505,77.07373611,0
340,0,65.43833761,0,0,718.2360057,77.07373611,0
341,179.9535237,370.4824406,134.0220022,64.50692641,717.010347,801.1716785,53.60880088
342,179.8670464,370.304404,133.9575975,64.47592738,600.5727692,800.7866727,53.583039
343,182.7207391,376.1794933,136.0829107,65.49887453,231.6494967,813.4916073,54.43316428
344,174.246134,358.732253,129.7713725,62.46103057,476.7812393,775.7617901,51.908549
