,Collectief,KWEA,Penta,Vegitec,LAGO,PTI,QUBUS
985,0,64.55286015,0,0,674.4167832,77.25144088,0
986,0,64.55286015,0,0,784.1523954,77.25144088,0
987,0,64.55286015,0,0,325.7775987,77.25144088,0
988,0,64.55286015,0,0,440.085528,77.25144088,0
989,160.1472773,207.6794683,56.48774322,0,325.7775987,588.0208976,22.59509729
990,171.1826401,221.9901598,60.38017743,48.28572284,328.0637572,628.54,24.15207097
991,179.7350414,233.0809394,63.39681221,51.6129756,557.8226953,659.9422863,25.35872488
992,175.8726626,228.072195,62.0344596,54.191595,668.7013868,645.7605939,24.81378384
993,167.32026,216.9814137,59.01782434,53.027056,556.679616,614.3583025,23.60712974
994,159.0437413,206.2483996,56.0984999,50.44843618,783.0093161,583.9689883,22.43939996
995,151.8707587,196.9464542,53.56841879,47.95299765,560.1088539,557.6315834,21.42736752
996,140.6974567,182.4568827,49.62733015,45.79028432,441.2286073,516.6060024,19.85093206
997,137.3868528,178.1636817,48.45960164,42.42144175,326.920678,504.45029,19.38384066
998,138.0765586,179.0580943,48.70287725,41.42326742,441.2286073,506.982718,19.4811509
999,139.7318599,181.2046939,49.28674127,41.63121942,668.7013868,513.0605718,19.71469651
1000,146.3530773,189.7911085,51.62220169,42.13030638,560.1088539,537.3720322,20.64888068
1001,174.6311901,226.4622498,61.59656281,44.12665795,786.438554,641.2022163,24.63862512
1002,178.6315068,231.6498724,63.00756937,52.65274182,788.7247126,655.8903822,25.20302775
1003,191.735994,248.6438107,67.62983285,53.85887023,216.0419864,704.0067941,27.05193314
1004,208.4269775,270.2887279,73.5171386,57.80998105,556.679616,765.2919263,29.40685544
1005,238.9121595,309.8220032,84.26998539,62.84244999,330.3499159,877.2259187,33.70799416
1006,246.9127961,320.1972527,87.09199968,72.03398342,785.2954747,906.6022627,34.83679987
1007,260.293171,337.5489629,91.81157526,74.44624123,217.1850658,955.7316651,36.7246301
1008,0,64.55286015,0,78.48053443,328.0637572,77.25144088,0
1009,0,64.55286015,0,0,440.085528,77.25144088,0
1010,0,64.55286015,0,0,445.8009245,77.25144088,0
1011,0,64.55286015,0,0,556.679616,77.25144088,0
1012,0,64.55286015,0,0,558.9657745,77.25144088,0
1013,275.8806129,357.7628042,97.30963574,0,325.7775987,1012.964868,38.9238543
1014,276.7082649,358.8361057,97.60156823,83.18027652,326.920678,1016.0038,39.04062729
1015,274.915023,356.5106243,96.96904929,83.42982041,672.1306247,1009.419463,38.78761972
1016,247.8783896,321.4494372,87.43258739,82.88914322,330.3499159,910.1476812,34.97303496
1017,223.1867715,289.429273,78.72326804,74.7373756,443.5147659,819.4862122,31.48930722
1018,201.5298774,261.344548,71.08436783,67.29264943,786.438554,739.9674936,28.43374713
1019,183.7353594,238.2685637,64.80781925,60.76291754,554.3934574,674.6304573,25.9231277
1020,168.4238029,218.4124915,59.40707009,55.39772382,330.3499159,618.410237,23.76282804
1021,157.8022619,204.6384454,55.66060068,50.78116345,670.9875453,579.4105854,22.26424027
1022,151.1810528,196.0520416,53.32514317,47.5786814,556.679616,555.0991553,21.33005727
1023,150.0775099,194.6209638,52.93589742,45.58233232,787.5816333,551.0472208,21.17435897
1024,166.0787889,215.3714703,58.57992803,45.24960505,558.9657745,609.7999299,23.43197121
1025,198.2192722,257.0513452,69.91663884,50.07412241,784.1523954,727.8117761,27.96665554
1026,215.8758441,279.9484405,76.14453054,59.7647428,328.0637572,792.6423085,30.45781222
1027,227.4629735,294.9746645,80.23158592,65.08834462,442.3716867,835.1873605,32.09263437
1028,230.4976975,298.9101037,81.30200506,68.58195955,213.7558279,846.3301109,32.52080202
1029,237.8086238,308.3909348,83.88074217,69.49695383,558.9657745,873.1740105,33.55229687
1030,241.6710002,313.3996761,85.24309394,71.70125831,440.085528,887.3556944,34.09723758
1031,243.7401295,316.0829292,85.97292493,72.86579661,788.7247126,894.9530216,34.38916997
1032,0,64.55286015,0,73.48965613,668.7013868,77.25144088,0
1033,0,64.55286015,0,0,670.9875453,77.25144088,0
1034,0,64.55286015,0,0,669.844466,77.25144088,0
1035,0,64.55286015,0,0,668.7013868,77.25144088,0
1036,0,64.55286015,0,0,785.2954747,77.25144088,0
1037,250.2234049,324.4904601,88.25972994,0,445.8009245,918.7579934,35.30389198
1038,253.8098956,329.1414319,89.52477025,75.44441705,213.7558279,931.9266933,35.8099081
1039,252.2925336,327.1737123,88.98956068,76.52577351,441.2286073,926.3553182,35.59582427
1040,227.0491475,294.4380137,80.08561967,76.06827637,325.7775987,833.6678945,32.03424787
1041,190.3565754,246.8549765,67.14327919,68.45718761,788.7247126,698.9419127,26.85731168
1042,153.5260599,199.0930538,54.1522828,57.39407497,554.3934574,563.7094371,21.66091312
1043,122.489103,158.8442351,43.20481191,46.28937128,787.5816333,449.7494647,17.28192476
1044,98.62515068,127.8973905,34.78742992,36.93147317,212.6127486,362.1269783,13.91497197
1045,80.55474863,104.463639,28.41357051,29.73629506,785.2954747,295.7769647,11.3654282
1046,71.72646061,93.01508867,25.29962393,24.28792004,555.5365367,263.3616909,10.11984957
1047,73.51970662,95.34057549,25.93214433,21.6261185,560.1088539,269.9460433,10.37285773
1048,95.72836178,124.1408259,33.76566377,22.16679694,558.9657745,351.4906912,13.50626551
1049,154.2157727,199.9874754,54.39556085,28.86288935,670.9875453,566.2418905,21.75822434
1050,181.666228,235.585308,64.07798753,46.49732535,673.2737039,667.0331224,25.63119501
1051,191.46011,248.2860435,67.53252202,54.77386367,558.9657745,702.9938169,27.01300881
1052,194.3568934,252.0426008,68.55428623,57.72679975,672.1306247,713.6300837,27.42171449
1053,195.8742568,254.0103222,69.08949629,58.60020379,212.6127486,719.2014639,27.63579852
1054,199.8745748,259.1979466,70.50050333,59.05770135,786.438554,733.8896348,28.20020133
1055,208.0131515,269.7520771,73.37117235,60.26383017,212.6127486,763.7724603,29.34846894
1056,0,64.55286015,0,62.71767804,328.0637572,77.25144088,0
1057,0,64.55286015,0,0,331.4929951,77.25144088,0
1058,0,64.55286015,0,0,787.5816333,77.25144088,0
1059,0,64.55286015,0,0,783.0093161,77.25144088,0
1060,0,64.55286015,0,0,558.9657745,77.25144088,0
1061,223.7385395,290.1448074,78.9178897,0,784.1523954,821.5121669,31.56715588
1062,213.9446588,277.4440736,75.4633557,67.45901203,786.438554,785.5514775,30.18534228
1063,202.9092961,263.1333822,71.5709215,64.50607637,441.2286073,745.0323751,28.6283686
1064,196.4260248,254.7258566,69.28411795,61.17882362,783.0093161,721.2274185,27.71364718
1065,181.11446,234.8697736,63.88336587,59.22406395,784.1523954,665.0071678,25.55334635
1066,158.4919747,205.532867,55.90387873,54.60750108,214.8989072,581.9430388,22.36155149
1067,154.4916567,200.3452426,54.49287168,47.78663547,213.7558279,567.2548678,21.79714867
1068,145.5254253,188.7178069,51.3302692,46.58050665,670.9875453,534.3331003,20.53210768
1069,130.4897528,169.2195018,46.02683087,43.87711405,329.2068365,479.1258573,18.41073235
1070,134.0762406,173.87047,47.29187021,39.34373497,217.1850658,492.2945471,18.91674808
1071,137.5247906,178.34256,48.50825559,40.4250906,325.7775987,504.9567634,19.40330224
1072,138.4903888,179.5947505,48.84884496,41.46485683,554.3934574,508.5021992,19.53953798
1073,142.3527593,184.6034842,50.21119464,41.75599262,670.9875453,522.6838612,20.08447786
1074,144.5598368,187.4656289,50.98968324,42.92052912,556.679616,530.7877,20.3958733
1075,147.0427901,190.6855301,51.86547974,43.58598117,214.8989072,539.9044856,20.7461919
1076,153.8019439,199.450821,54.24959363,44.33461202,331.4929951,564.7224145,21.69983745
1077,158.0781528,204.9962215,55.75791394,46.37255257,784.1523954,580.423588,22.30316558
1078,163.87171,212.5093237,57.80143895,47.66186477,788.7247126,601.6960862,23.12057558
1079,166.4926093,215.9081139,58.72589233,49.40866995,330.3499159,611.3193756,23.49035693
1080,0,64.55286015,0,50.1988927,672.1306247,77.25144088,0
1081,0,64.55286015,0,0,331.4929951,77.25144088,0
1082,0,64.55286015,0,0,787.5816333,77.25144088,0
1083,0,64.55286015,0,0,788.7247126,77.25144088,0
1084,0,64.55286015,0,0,331.4929951,77.25144088,0
1085,154.6296028,200.5241315,54.54152856,0,444.6578452,567.7613717,21.81661142
1086,153.5260599,199.0930538,54.1522828,46.62209855,331.4929951,563.7094371,21.66091312
1087,153.5260599,199.0930538,54.1522828,46.28937128,330.3499159,563.7094371,21.66091312
1088,153.3881248,198.9141791,54.10362982,46.28937128,674.4167832,563.2029738,21.64145193
1089,148.2842708,192.295486,52.30337945,46.24778271,785.2954747,544.4628936,20.92135178
1090,137.6627368,178.5214489,48.55691247,44.70892869,668.7013868,505.4632672,19.42276499
1091,130.4897528,169.2195018,46.02683087,41.50644872,443.5147659,479.1258573,18.41073235
1092,131.5932888,170.6505706,46.41607419,39.34373497,330.3499159,483.1777666,18.56642968
1093,128.8344432,167.0728914,45.44296394,39.67646017,554.3934574,473.0479732,18.17718558
1094,124.4203047,161.3486235,43.88599259,38.84464552,444.6578452,456.8403565,17.55439704
1095,130.6276906,169.39838,46.07548483,37.51374642,442.3716867,479.6323308,18.43019393
1096,139.3180408,180.6680521,49.14077745,39.38532438,783.0093161,511.5411312,19.65631098
1097,150.0775099,194.6209638,52.93589742,42.00553651,558.9657745,551.0472208,21.17435897
1098,165.9408413,215.1925795,58.53127067,45.24960505,674.4167832,609.293421,23.41250827
1099,174.3553089,226.1044862,61.49925295,50.0325301,783.0093161,640.1892491,24.59970118
1100,180.2868094,233.7964738,63.59143387,52.56956135,326.920678,661.968241,25.43657355
1101,180.5626934,234.154241,63.6887447,54.3579576,554.3934574,662.9812183,25.47549788
1102,168.2858567,218.2336025,59.35841322,54.4411389,669.844466,617.9037332,23.74336529
1103,163.0440593,211.4360239,57.50950695,50.73957155,673.2737039,598.6571593,23.00380278
1104,0,64.55286015,0,49.15912647,554.3934574,77.25144088,0
1105,0,64.55286015,0,0,216.0419864,77.25144088,0
1106,0,64.55286015,0,0,557.8226953,77.25144088,0
1107,0,64.55286015,0,0,554.3934574,77.25144088,0
1108,0,64.55286015,0,0,783.0093161,77.25144088,0
1109,144.9736587,188.0022743,51.13564802,0,444.6578452,532.3071508,20.45425921
1110,143.8701227,186.5712055,50.7464047,43.71075187,328.0637572,528.2552415,20.29856188
1111,143.0424748,185.4979092,50.45447367,43.37802668,211.4696693,525.2163248,20.18178947
1112,140.0077439,181.5624612,49.3840521,43.12848403,443.5147659,514.0735491,19.75362084
1113,135.3177228,175.4804277,47.72977041,42.21348768,673.2737039,496.8529602,19.09190816
1114,133.9383028,173.6915918,47.24321625,40.79940769,211.4696693,491.7880736,18.8972865
1115,127.1791406,164.9262901,44.85909944,40.3835012,670.9875453,466.9701144,17.94363978
1116,120.8337989,156.6976319,42.62094693,38.34555815,788.7247126,443.6716009,17.04837877
1117,113.6608287,147.3957028,40.0908702,36.43238539,211.4696693,417.3342416,16.03634808
1118,110.3502207,143.1024964,38.92314023,34.2696758,554.3934574,405.1785139,15.56925609
1119,107.0396127,138.80929,37.75541026,33.27150022,784.1523954,393.0227862,15.1021641
1120,103.4531207,134.1583164,36.49036946,32.27332465,668.7013868,379.8540812,14.59614778
1121,103.0392947,133.6216656,36.34440321,31.19196777,217.1850658,378.3346152,14.53776128
1122,98.48719489,127.718489,34.73876964,31.06719583,669.844466,361.620439,13.89550786
1123,95.17660067,123.4253005,33.57104454,29.69470025,786.438554,349.464762,13.42841782
1124,92.55570267,120.0265121,32.64659165,28.69652883,787.5816333,339.8414775,13.05863666
1125,86.21037065,111.7978666,30.40844254,27.9063065,785.2954747,316.5429995,12.16337702
1126,83.58945885,108.3990603,29.48398478,25.99313665,211.4696693,306.9196645,11.79359391
1127,79.45121263,103.0325703,28.02432719,25.20291016,555.5365367,291.7250555,11.20973088
1128,0,64.55286015,0,23.95519485,330.3499159,77.25144088,0
1129,0,64.55286015,0,0,672.1306247,77.25144088,0
1130,0,64.55286015,0,0,673.2737039,77.25144088,0
1131,0,64.55286015,0,0,445.8009245,77.25144088,0
1132,0,64.55286015,0,0,670.9875453,77.25144088,0
1133,66.8984768,86.75414486,23.59667952,0,214.8989072,245.6345374,9.438671808
1134,62.34639079,80.85098611,21.99105082,20.17044163,784.1523954,228.9204118,8.796420328
1135,59.86344858,77.63109922,21.11525821,18.79795021,445.8009245,219.8036667,8.446103284
1136,56.41489857,73.15900924,19.89887282,18.04932269,217.1850658,207.1414503,7.959549128
1137,60.41521658,78.34663361,21.30987987,17.00955647,212.6127486,221.8296213,8.523951948
1138,64.13965059,83.17649078,22.62357608,18.21568529,325.7775987,235.5048149,9.049430432
1139,63.86376659,82.81872358,22.52626525,19.33863281,441.2286073,234.4918376,9.0105061
1140,60.41521658,78.34663361,21.30987987,19.25545151,786.438554,221.8296213,8.523951948
1141,56.55282678,73.33787496,19.94752337,18.21568529,556.679616,207.6478884,7.979009348
1142,62.07052058,80.4932368,21.89374485,17.05114296,783.0093161,227.9074852,8.75749794
1143,67.3123166,87.29081355,23.74265064,18.71477308,441.2286073,247.154054,9.497060256
1144,71.31263461,92.47843788,25.15365768,20.29521774,557.8226953,261.8422249,10.06146307
1145,79.58914084,103.2114359,28.07297774,21.50134656,330.3499159,292.2314935,11.2291911
1146,84.27918264,109.2934962,29.72726673,23.99678134,329.2068365,309.4521584,11.89090669
1147,88.83126176,115.196646,31.332893,25.41086756,444.6578452,326.1662586,12.5331572
1148,93.24541267,120.9209301,32.88986872,26.7833569,786.438554,342.3739209,13.15594749
1149,96.55602068,125.2141365,34.05759869,28.11425975,213.7558279,354.5296485,13.62303948
1150,104.5566567,135.5893852,36.87961278,29.11243532,445.8009245,383.9059905,14.75184511
1151,117.7990887,152.7622107,41.55053266,31.52469296,331.4929951,432.5289012,16.62021306
1152,0,64.55286015,0,35.51739527,557.8226953,77.25144088,0
1153,0,64.55286015,0,0,441.2286073,77.25144088,0
1154,0,64.55286015,0,0,786.438554,77.25144088,0
1155,0,64.55286015,0,0,331.4929951,77.25144088,0
1156,0,64.55286015,0,0,673.2737039,77.25144088,0
1157,113.2470027,146.859052,39.94490395,0,213.7558279,415.8147756,15.97796158
1158,110.6260909,143.4602457,39.02044619,34.14490385,329.2068365,406.1914406,15.60817848
1159,102.9013527,133.442782,36.2957478,33.35467736,444.6578452,377.8281266,14.51829912
1160,92.55570267,120.0265121,32.64659165,31.02560518,558.9657745,339.8414775,13.05863666
1161,71.86440261,93.1939723,25.34827934,27.9063065,785.2954747,263.8681795,10.13931174
1162,59.17373858,76.73668122,20.87198113,21.66770915,668.7013868,217.2712234,8.348792452
1163,49.93162455,64.7514801,17.6120683,17.84136945,211.4696693,183.3364836,7.04482732
1164,40.13774253,52.05074459,14.15753381,15.05479596,560.1088539,147.3757892,5.663013524
1165,30.6197445,39.70777628,10.80031015,12.10185989,670.9875453,112.4280721,4.32012406
1166,24.41234069,31.65799644,8.610811595,9.232105105,212.6127486,89.63603206,3.444324638
1167,24.27441249,31.47913074,8.562161045,7.360521742,214.8989072,89.12959405,3.424864418
1168,27.17119449,35.23568631,9.583924768,7.318935252,445.8009245,99.76585574,3.833569907
1169,23.86057269,30.94246205,8.416189933,8.19233888,783.0093161,87.61007745,3.366475973
1170,45.93130654,59.56385574,16.20106126,7.194159146,213.7558279,168.6483127,6.480424504
1171,81.65828464,105.8947078,28.80281383,13.84866714,669.844466,299.828874,11.52112553
1172,116.0058427,150.4367239,40.91801226,24.62064523,325.7775987,425.9445487,16.3672049
1173,125.9376599,163.3163341,44.42119973,34.97671683,557.8226953,462.4117064,17.76847989
1174,128.4206228,166.5362478,45.29699964,37.97124148,557.8226953,471.5285275,18.11879986
1175,132.1450568,171.366105,46.61069585,38.71987524,329.2068365,485.2037211,18.64427834
1176,0,64.55286015,0,39.84282276,440.085528,77.25144088,0
1177,0,64.55286015,0,0,440.085528,77.25144088,0
1178,0,64.55286015,0,0,213.7558279,77.25144088,0
1179,0,64.55286015,0,0,329.2068365,77.25144088,0
1180,0,64.55286015,0,0,669.844466,77.25144088,0
1181,159.4575728,206.7850576,56.24446809,0,786.438554,585.4884745,22.49778724
1182,162.3543548,210.5416131,57.26623182,48.07777126,331.4929951,596.1247363,22.90649273
1183,164.147594,212.8670909,57.89874978,48.95117489,669.844466,602.7090635,23.15949991
1184,154.0778279,199.8085883,54.34690446,49.49185125,441.2286073,565.7353917,21.73876178
1185,141.8009913,183.8879497,50.01657298,46.45573387,216.0419864,520.6579067,20.00662919
1186,132.1450568,171.366105,46.61069585,42.75416653,329.2068365,485.2037211,18.64427834
1187,123.5926527,160.2753219,43.5940601,39.84282276,330.3499159,453.8014246,17.43762404
1188,114.2125967,148.1112371,40.28549186,37.26420253,787.5816333,419.3601962,16.11419674
1189,112.1434667,145.4279831,39.55566063,34.43603839,442.3716867,411.7628664,15.82226425
1190,108.4190327,140.5981259,38.24196441,33.81217866,216.0419864,398.0876728,15.29678576
1191,108.5569747,140.7770096,38.29061983,32.68923114,329.2068365,398.5941614,15.31624793
1192,116.9714229,151.6888912,41.2585953,32.73082179,213.7558279,429.4899186,16.50343812
1193,146.9048439,190.5066411,51.81682286,35.26784721,442.3716867,539.3979817,20.72672914
1194,163.3199433,211.7937912,57.60681778,44.29302013,216.0419864,599.6701366,23.04272711
1195,165.3890747,214.4770469,58.3366495,49.24230777,668.7013868,607.2674715,23.3346598
1196,172.6999966,223.9578723,60.91538505,49.86616792,668.7013868,634.1113549,24.36615402
1197,177.8038589,230.5765761,62.71563834,52.07047107,329.2068365,652.8514655,25.08625534
1198,169.6652754,220.0224366,59.84496688,53.60932758,212.6127486,622.9686146,23.93798675
1199,164.147594,212.8670909,57.89874978,51.15547762,557.8226953,602.7090635,23.15949991
1200,0,64.55286015,0,49.49185125,556.679616,77.25144088,0
1201,0,64.55286015,0,0,325.7775987,77.25144088,0
1202,0,64.55286015,0,0,328.0637572,77.25144088,0
1203,0,64.55286015,0,0,673.2737039,77.25144088,0
1204,0,64.55286015,0,0,787.5816333,77.25144088,0
1205,152.4225253,197.6619868,53.76303996,0,329.2068365,559.657533,21.50521598
1206,152.8363568,198.1986448,53.90900816,45.9566465,672.1306247,561.1770192,21.56360326
1207,152.0087048,197.1253432,53.61707567,46.08142011,784.1523954,558.1380873,21.44683027
1208,144.5598368,187.4656289,50.98968324,45.83187622,212.6127486,530.7877,20.3958733
1209,133.1106439,172.6182813,46.95128133,43.58598117,440.085528,488.7491164,18.78051253
1210,118.6267269,153.8354944,41.84246028,40.13395523,674.4167832,435.5677824,16.73698411
1211,108.2810769,140.4192245,38.19330413,35.766935,211.4696693,397.5811334,15.27732165
1212,100.2804409,130.0439757,35.37129004,32.64763633,784.1523954,368.2047915,14.14851602
1213,99.59074468,129.1495757,35.12801783,30.23537869,674.4167832,365.6723989,14.05120713
1214,93.93510887,121.8153303,33.13314093,30.0274296,330.3499159,344.9063135,13.25325637
1215,91.72805066,118.9532105,32.35465915,28.32220883,213.7558279,336.8025457,12.94186366
1216,93.79718067,121.6364645,33.08449038,27.65676261,560.1088539,344.3998754,13.23379615
1217,95.31454267,123.6041841,33.61969995,28.28062234,555.5365367,349.9712506,13.44787998
1218,97.93542689,127.0029546,34.54414798,28.73811948,558.9657745,359.5944844,13.81765919
1219,98.34926668,127.5396233,34.69011909,29.52833765,445.8009245,361.114001,13.87604764
1220,97.93542689,127.0029546,34.54414798,29.65311376,330.3499159,359.5944844,13.81765919
1221,92.14186287,119.4898434,32.50062053,29.52833765,788.7247126,338.3219609,13.00024821
1222,92.14186287,119.4898434,32.50062053,27.7815304,325.7775987,338.3219609,13.00024821
1223,90.76245666,117.7010253,32.01407125,27.7815304,217.1850658,333.2571251,12.8056285
1224,0,64.55286015,0,27.36562807,443.5147659,77.25144088,0
1225,0,64.55286015,0,0,442.3716867,77.25144088,0
1226,0,64.55286015,0,0,787.5816333,77.25144088,0
1227,0,64.55286015,0,0,556.679616,77.25144088,0
1228,0,64.55286015,0,0,214.8989072,77.25144088,0
1229,136.1453748,176.5537293,48.0217029,0,330.3499159,499.8918921,19.20868116
1230,161.6646407,209.6471897,57.02295328,41.04895158,331.4929951,593.5922778,22.80918131
1231,166.7684933,216.2658811,58.82320316,48.7432204,214.8989072,612.3323529,23.52928126
1232,158.9058048,206.0695231,56.04984643,50.282074,670.9875453,583.4625199,22.41993857
1233,149.9395748,194.4420892,52.88724443,47.91140867,212.6127486,550.5407575,21.15489777
1234,140.8354028,182.6357717,49.67598702,45.20801648,556.679616,517.1125063,19.87039481
1235,138.4903888,179.5947505,48.84884496,42.46303365,440.085528,508.5021992,19.53953798
1236,136.69714,177.2692601,48.21632359,41.75599262,217.1850658,501.9178366,19.28652944
1237,135.3177228,175.4804277,47.72977041,41.21531335,668.7013868,496.8529602,19.09190816
1238,139.4559773,180.8469286,49.18943092,40.79940769,217.1850658,512.0475995,19.67577237
1239,144.0080619,186.7500855,50.79505914,42.0471255,443.5147659,528.76172,20.31802366
1240,148.8360388,193.0110204,52.49800111,43.4196165,217.1850658,546.4888482,20.99920044
1241,150.0775099,194.6209638,52.93589742,44.87529129,557.8226953,551.0472208,21.17435897
1242,149.1119228,193.3687876,52.59531194,45.24960505,554.3934574,547.5018255,21.03812478
1243,147.0427901,190.6855301,51.86547974,44.95847259,328.0637572,539.9044856,20.7461919
1244,146.3530773,189.7911085,51.62220169,44.33461202,670.9875453,537.3720322,20.64888068
1245,152.2845888,197.4831104,53.7143865,44.12665795,328.0637572,559.1510646,21.4857546
1246,150.3533939,194.9787311,53.03320825,45.91505752,445.8009245,552.0601981,21.2132833
1247,155.1813708,201.239666,54.73615022,45.33278635,786.438554,569.7873263,21.89446009
1248,0,64.55286015,0,46.78846114,787.5816333,77.25144088,0
1249,0,64.55286015,0,0,786.438554,77.25144088,0
1250,0,64.55286015,0,0,214.8989072,77.25144088,0
1251,0,64.55286015,0,0,441.2286073,77.25144088,0
1252,0,64.55286015,0,0,212.6127486,77.25144088,0
1253,150.0775099,194.6209638,52.93589742,0,216.0419864,551.0472208,21.17435897
1254,146.9048439,190.5066411,51.81682286,45.24960505,329.2068365,539.3979817,20.72672914
1255,144.8357208,187.823396,51.08699407,44.29302013,784.1523954,531.8006773,20.43479763
1256,138.2145048,179.2369833,48.75153413,43.66916247,556.679616,507.4892219,19.50061365
1257,133.9383028,173.6915918,47.24321625,41.67281132,217.1850658,491.7880736,18.8972865
1258,132.8347599,172.260514,46.8539705,40.3835012,329.2068365,487.7361391,18.7415882
1259,119.1784949,154.5510288,42.03708194,40.05077393,325.7775987,437.593737,16.81483278
1260,108.4190327,140.5981259,38.24196441,35.9332976,787.5816333,398.0876728,15.29678576
1261,108.1431487,140.2403588,38.14465358,32.68923114,331.4929951,397.0746954,15.25786143
1262,104.0048887,134.8738508,36.68499112,32.60604984,326.920678,381.8800358,14.67399645
1263,107.4534387,139.3459408,37.9013765,31.35833037,443.5147659,394.5422522,15.1605506
1264,112.4193507,145.7857504,39.65297146,32.39809659,213.7558279,412.7758437,15.86118858
1265,117.7990887,152.7622107,41.55053266,33.89535996,786.438554,432.5289012,16.62021306
1266,121.6614647,157.7709514,42.91288429,35.51739527,674.4167832,446.7105835,17.16515372
1267,123.3167618,159.9175457,43.49674684,36.68193344,786.438554,452.788422,17.39869874
1268,122.9029427,159.3809038,43.35078302,37.18101915,786.438554,451.2689814,17.34031321
1269,121.5235089,157.59205,42.86422401,37.05624928,785.2954747,446.2040441,17.1456896
1270,120.6958707,156.5187663,42.57229638,36.64033863,441.2286073,443.1651629,17.02891855
1271,121.1096967,157.0554171,42.71826263,36.3907989,213.7558279,444.6846288,17.08730505
1272,0,64.55286015,0,36.51557084,672.1306247,77.25144088,0
1273,0,64.55286015,0,0,329.2068365,77.25144088,0
1274,0,64.55286015,0,0,784.1523954,77.25144088,0
1275,0,64.55286015,0,0,785.2954747,77.25144088,0
1276,0,64.55286015,0,0,326.920678,77.25144088,0
1277,132.2829933,171.5449814,46.65934932,0,672.1306247,485.7101895,18.66373973
1278,140.2836279,181.9202283,49.48136293,39.88441175,445.8009245,515.0865264,19.79254517
1279,142.4907068,184.7823749,50.25985201,42.29666897,330.3499159,523.1903701,20.1039408
1280,125.7997248,163.1374594,44.37254675,42.96212144,326.920678,461.9052431,17.7490187
1281,112.0055247,145.2490996,39.50700521,37.92965291,441.2286073,411.2563777,15.80280208
1282,100.1425127,129.86511,35.32263949,33.77058801,557.8226953,367.6983535,14.1290558
1283,90.48655887,117.3432403,31.91675555,30.1937922,555.5365367,332.2440971,12.76670222
1284,82.07211064,106.4313586,28.94878008,27.28244261,440.085528,301.3483399,11.57951203
1285,73.93353262,95.87722629,26.07811057,24.74541718,325.7775987,271.4655094,10.43124423
1286,66.7605486,86.57527915,23.54802897,22.29156889,674.4167832,245.1280993,9.419211588
1287,64.96730259,84.24979237,22.91550858,20.12885514,444.6578452,238.5437469,9.166203432
1288,70.89879481,91.94176923,25.00768657,19.5881767,440.085528,260.3227083,10.00307463
1289,104.8325269,135.9471345,36.97691875,21.37657045,669.844466,384.9189171,14.7907675
1290,126.0756088,163.4952267,44.46985758,31.6078701,674.4167832,462.9182204,17.78794303
1291,149.2498593,193.5476641,52.64396541,38.01283421,213.7558279,548.008294,21.05758616
1292,183.3215306,237.7319093,64.66185203,45.00006157,672.1306247,673.1109812,25.86474081
1293,190.7704042,247.3916309,67.28924641,55.27295104,214.8989072,700.4613888,26.91569856
1294,189.115096,245.2450223,66.70537996,57.51884775,217.1850658,694.3835097,26.68215198
1295,193.6671807,251.1481793,68.31100818,57.01975872,554.3934574,711.0976302,27.32440327
1296,0,64.55286015,0,58.39224972,214.8989072,77.25144088,0
1297,0,64.55286015,0,0,669.844466,77.25144088,0
1298,0,64.55286015,0,0,216.0419864,77.25144088,0
1299,0,64.55286015,0,0,214.8989072,77.25144088,0
1300,0,64.55286015,0,0,331.4929951,77.25144088,0
1301,203.8748914,264.3855691,71.91150989,0,325.7775987,748.5778007,28.76460396
1302,203.3231248,263.6700366,71.71688872,61.46995857,213.7558279,746.5518512,28.68675549
1303,203.4610627,263.8489148,71.76554267,61.30359639,443.5147659,747.0583247,28.70621707
1304,183.8733041,238.447451,64.85647564,61.3451858,669.844466,675.1369561,25.94259026
1305,144.1460067,186.9289727,50.84371553,55.4393153,786.438554,529.2682188,20.33748621
1306,108.1431487,140.2403588,38.14465358,43.46120798,788.7247126,397.0746954,15.25786143
1307,82.07211064,106.4313586,28.94878008,32.60604984,325.7775987,301.3483399,11.57951203
1308,70.07115661,90.86848552,24.71575894,24.74541718,669.844466,257.2838271,9.886303576
1309,65.7949408,85.32307607,23.2074362,21.12703072,670.9875453,241.5826281,9.28297448
1310,61.10491279,79.24103372,21.55315208,19.83771644,673.2737039,224.3620139,8.621260832
1311,61.24286169,79.41992626,21.60180993,18.42363437,558.9657745,224.8685279,8.640723972
1312,65.10524459,84.42867596,22.96416399,18.4652271,444.6578452,239.0502355,9.185665596
1313,69.24349081,89.79516604,24.42382159,19.62976735,445.8009245,254.2448445,9.769528636
1314,81.24444484,105.3580391,28.65684272,20.87748266,441.2286073,298.3093573,11.46273709
1315,86.62419665,112.3345174,30.55440879,24.49586913,213.7558279,318.0624655,12.22176352
1316,96.14219467,124.6774857,33.91163245,26.1179086,787.5816333,353.0101826,13.56465298
1317,112.8331629,146.3223833,39.79893284,28.98766338,445.8009245,414.295259,15.91957314
1318,142.0768753,184.2457169,50.11388381,34.02012774,786.438554,521.6708839,20.04555352
1319,158.6299208,205.711756,55.9525356,42.83734783,331.4929951,582.4495427,22.38101424
1320,0,64.55286015,0,47.82822737,560.1088539,77.25144088,0
1321,0,64.55286015,0,0,328.0637572,77.25144088,0
1322,0,64.55286015,0,0,213.7558279,77.25144088,0
1323,0,64.55286015,0,0,672.1306247,77.25144088,0
