0,1,2,3,4
0.0,414.42408607276593,0.0,-0.0,-0.0
0.0,411.38562965088806,0.0,0.0,-0.0
0.0,406.76717588963373,0.0,0.0,0.0
0.0,403.30333556869283,0.0,0.0,0.0
0.0,403.48564295400564,0.0,0.0,0.0
0.0,402.93872079806755,0.0,0.0,-0.0
0.0,400.9637241238469,0.0,-0.0,0.0
0.0,383.3406768769551,0.0,-0.0,-0.0
0.0,343.41535949347974,0.0,0.0,-0.0
0.0,310.2050308023542,0.0,-0.0,-0.0
0.0,284.13507470264216,0.0,-0.0,-0.0
0.0,262.6228032357469,0.0,-0.0,-0.0
0.0,249.89167082807828,0.0,0.0,0.0
0.0,253.56820309855064,0.0,0.0,-0.0
0.0,281.4916176156083,0.0,0.0,-0.0
0.0,313.8511785086079,0.0,-0.0,0.0
0.0,329.3169216959663,0.0,0.0,-0.0
0.0,342.8380527733229,0.0,-0.0,-0.0
0.0,348.73265823176587,0.0,0.0,0.0
0.0,351.2849616261434,0.0,0.0,0.0
0.0,355.08303215349065,0.0,-0.0,0.0
0.0,360.1876389422458,0.0,0.0,-0.0
0.0,365.2922457310005,0.0,-0.0,0.0
0.0,374.80261433147837,0.0,0.0,0.0
0.0,383.5533688264866,0.0,0.0,0.0
0.0,390.8152796747747,0.0,0.0,0.0
0.0,391.7572011655568,0.0,-0.0,-0.0
0.0,396.6491160047804,0.0,-0.0,0.0
0.0,405.52140875666373,0.0,0.0,-0.0
0.0,412.2060128847951,0.0,-0.0,0.0
0.0,417.40177336620627,0.0,0.0,-0.0
0.0,399.5964187340018,0.0,-0.0,0.0
0.0,354.29303348380245,0.0,0.0,-0.0
0.0,316.160405389235,0.0,-0.0,0.0
0.0,288.814297592334,0.0,0.0,0.0
0.0,269.48971474919074,0.0,0.0,0.0
0.0,261.43780523121427,0.0,-0.0,-0.0
0.0,266.84625766215703,0.0,-0.0,0.0
0.0,282.0689243357654,0.0,0.0,-0.0
0.0,293.5846741746824,0.0,0.0,0.0
0.0,291.427370115149,0.0,-0.0,-0.0
0.0,286.96083917498856,0.0,0.0,0.0
0.0,281.6739250009211,0.0,-0.0,-0.0
0.0,277.45047057451086,0.0,0.0,-0.0
0.0,270.52278993262917,0.0,0.0,-0.0
0.0,265.6612596576247,0.0,0.0,0.0
0.0,259.9489615844942,0.0,-0.0,-0.0
0.0,251.92743663073654,0.0,0.0,0.0
0.0,246.30629225026252,0.0,0.0,0.0
0.0,243.90591167697897,0.0,0.0,-0.0
0.0,242.41706803025878,0.0,-0.0,-0.0
0.0,239.1051505304118,0.0,-0.0,0.0
0.0,240.07745658541288,0.0,-0.0,-0.0
0.0,245.85052378698083,0.0,0.0,-0.0
0.0,249.16244128682763,0.0,-0.0,-0.0
0.0,237.92015252587962,0.0,0.0,0.0
0.0,215.7698052103897,0.0,0.0,0.0
0.0,191.03676993630384,0.0,-0.0,-0.0
0.0,163.69066213940263,0.0,-0.0,0.0
0.0,134.30878853984362,0.0,0.0,0.0
0.0,115.71343523795106,0.0,0.0,-0.0
0.0,120.72688833404956,0.0,-0.0,-0.0
0.0,163.26527824033982,0.0,-0.0,0.0
0.0,199.8786781239684,0.0,-0.0,0.0
0.0,201.33713720646972,0.0,-0.0,-0.0
0.0,198.84560294052991,0.0,-0.0,0.0
0.0,197.11368278005958,0.0,-0.0,0.0
0.0,197.3567592938098,0.0,-0.0,0.0
0.0,198.42021904146702,0.0,-0.0,0.0
0.0,198.6329109909986,0.0,0.0,-0.0
0.0,202.674058032096,0.0,0.0,-0.0
0.0,210.48289103632214,0.0,0.0,0.0
0.0,217.9574938341418,0.0,-0.0,0.0
0.0,219.84133681570626,0.0,-0.0,0.0
0.0,215.3748058755457,0.0,0.0,-0.0
0.0,214.31134612788836,0.0,0.0,-0.0
0.0,212.94404073804333,0.0,0.0,0.0
0.0,200.97252243584447,0.0,0.0,-0.0
0.0,201.7017519770951,0.0,0.0,-0.0
0.0,185.29408729895454,0.0,0.0,-0.0
0.0,150.80760691064057,0.0,-0.0,-0.0
0.0,118.29612319654716,0.0,0.0,-0.0
0.0,99.12346317449766,0.0,0.0,-0.0
0.0,93.1680885876171,0.0,-0.0,-0.0
0.0,99.36653968824787,0.0,-0.0,0.0
0.0,122.00304003123813,0.0,-0.0,-0.0
0.0,166.69873399706188,0.0,0.0,0.0
0.0,218.80826163226766,0.0,0.0,0.0
0.0,247.21782917682592,0.0,-0.0,-0.0
0.0,269.03394628590894,0.0,0.0,-0.0
0.0,286.20122506951907,0.0,-0.0,-0.0
0.0,299.96543266062594,0.0,0.0,-0.0
0.0,313.1827180957949,0.0,-0.0,-0.0
0.0,320.5965517651768,0.0,-0.0,-0.0
0.0,329.40807538862276,0.0,0.0,-0.0
0.0,334.998835204878,0.0,-0.0,0.0
0.0,342.68612995222895,0.0,0.0,0.0
0.0,351.3457307545811,0.0,-0.0,-0.0
0.0,357.2403362130241,0.0,-0.0,-0.0
0.0,364.44147793287465,0.0,-0.0,-0.0
0.0,363.4995564420926,0.0,0.0,0.0
0.0,365.5657068089695,0.0,-0.0,0.0
0.0,358.0303348827124,0.0,0.0,-0.0
0.0,331.96037878300007,0.0,-0.0,-0.0
0.0,284.0743055742047,0.0,0.0,-0.0
0.0,238.74053575978664,0.0,-0.0,-0.0
0.0,200.57752310100034,0.0,0.0,-0.0
0.0,183.2279369320776,0.0,-0.0,-0.0
0.0,180.31101876707484,0.0,-0.0,-0.0
0.0,197.32637472959104,0.0,-0.0,0.0
0.0,260.3743454835572,0.0,0.0,0.0
0.0,326.09615788877585,0.0,0.0,-0.0
0.0,344.6611266264496,0.0,-0.0,0.0
0.0,356.96687513505503,0.0,-0.0,0.0
0.0,365.2922457310005,0.0,-0.0,0.0
0.0,367.5710880474088,0.0,0.0,0.0
0.0,373.070694171008,0.0,0.0,0.0
0.0,381.5783721522659,0.0,-0.0,-0.0
0.0,383.4622151338302,0.0,0.0,-0.0
0.0,379.6033754780452,0.0,-0.0,-0.0
0.0,373.4353089416332,0.0,-0.0,-0.0
0.0,365.74801419428206,0.0,0.0,-0.0
