0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
218.35860945173724,0.0,0.0,302.6591091314669,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
217.3281528633142,0.0,0.0,298.3990569454003,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
215.76185884891123,0.0,0.0,291.9237776225791,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
214.58713833810904,0.0,0.0,287.0673181304631,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
214.6489657334144,0.0,0.0,287.32292126162724,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
214.4634835474983,0.0,0.0,286.55611186813525,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
213.79368676502332,0.0,0.0,283.78707794719185,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
207.81703855216995,0.0,0.0,259.0787752680056,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
194.2768389802917,0.0,0.0,203.10168954309054,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
183.01394846882837,0.0,0.0,156.53931914938246,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
174.17263094015905,0.0,0.0,119.9880713929313,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
166.87699829412423,0.0,0.0,89.82690191558,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
162.5593851886319,0.0,0.0,71.97728325596067,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
163.8062376606237,0.0,0.0,77.13194640110142,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
173.27613370823104,0.0,0.0,116.28182599105324,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
184.25049637493598,0.0,0.0,161.65138177266263,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
189.49552041000902,0.0,0.0,183.33504739974157,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
194.08105222849136,0.0,0.0,202.29227962773786,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
196.080138010032,0.0,0.0,210.55678086870697,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
196.9457215443073,0.0,0.0,214.13522470500303,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
198.23379227983602,0.0,0.0,219.46028993758617,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
199.9649593483867,0.0,0.0,226.61717761017832,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
201.69612641693735,0.0,0.0,233.77406528277,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
204.92145553870128,0.0,0.0,247.10802862515857,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
207.88917051335955,0.0,0.0,259.3769789210303,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
210.35196175969048,0.0,0.0,269.55850364572933,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
210.67140330210162,0.0,0.0,270.87911982341,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
212.33043840946266,0.0,0.0,277.7378038429774,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
215.3393716476578,0.0,0.0,290.17715622629174,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
217.60637614218848,0.0,0.0,299.54927103563836,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
219.36845690839175,0.0,0.0,306.8339602738122,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
213.32998130023296,0.0,0.0,281.8700544634619,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
197.96587356684608,0.0,0.0,218.35267636920892,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
185.03364338213746,0.0,0.0,164.88902143407313,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
175.75953408633046,0.0,0.0,126.54855175947372,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
169.20583018396024,0.0,0.0,99.45461985609035,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
166.47512022463926,0.0,0.0,88.16548156301373,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
168.30933295203224,0.0,0.0,95.74837445421242,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
173.4719204600314,0.0,0.0,117.09123590640623,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
177.37735093015456,0.0,0.0,133.23683369159843,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
176.64572675237423,0.0,0.0,130.21219663949105,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
175.13095556739248,0.0,0.0,123.9499199259732,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
173.33796110353643,0.0,0.0,116.53742912221738,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
171.90562644562849,0.0,0.0,110.61595658358495,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
169.55618542402402,0.0,0.0,100.90303759935287,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
167.90745488254723,0.0,0.0,94.08695410164647,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
165.970196496312,0.0,0.0,86.07805599184121,45.0,340.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0
